gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets,ticker,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
111534,MSTR,267.895,4762.528,2.938,48.673,103.544,429.121,-124.525,496.261,15.296,0.357,-568.949,-568.942,-553.646,Virginia,4.446063039550291,4.568954025296125,-0.11946365459688635,MSTR,52915,CEO,680.0,8898.232,24831.75,393.872,1000.0,5954.383,4001.361,8028.255,16926.487,8028.255,0.741678359743182,1.1083643955006413
111873,RH,2512.664,5309.289,173.642,1511.763,1722.492,528.642,437.284,3590.477,1.252,6.315,-91.988,-92.61,-91.358,California,-0.20892143321045364,-0.2103621445102039,-0.01732586039298294,RH,52918,CEO,0.0,0.0,0.0,42.948,1250.0,0.0,0.0,1292.948,1292.948,1292.948,0.0,0.0
112111,CSGP,5476.1,8919.7,142.8,5215.9,426.2,374.7,501.3,2455.0,163.8,36.7,-37.2,-37.2,126.6,District of Columbia,0.2525433871932974,-0.07420706163973669,-0.004170543852371716,CSGP,68545,CEO,0.0,21087.23,2120.449,583.961,997.0,23225.988,21937.424,29176.007,48144.179,29176.18,0.7960646568257267,0.7227592864232586
112968,MTEX,27.664,41.206,0.748,8.669,29.09,-2.239,-1.13,131.955,0.988,0.0,0.121,0.121,1.109,Texas,-0.9814159292035399,-0.10707964601769912,0.002936465563267485,MTEX,37869,CEO,8.846,0.0,0.0,22.147,460.0,0.0,0.0,490.993,490.993,490.993,0.0,0.0
113490,CCI,1032.0,38527.0,1424.0,276.0,1980.0,1502.0,1528.0,6981.0,18.0,26.0,8.0,8.0,26.0,Texas,0.017015706806282723,0.005235602094240838,0.0002076465855114595,CCI,44993,CEO,0.0,0.0,0.0,57.772,1060.0,12020.551,6611.791,14676.171,14676.171,14676.171,0.8190522582491032,0.0
114524,EBAY,11016.0,21620.0,456.0,9015.0,2378.0,2775.0,3707.0,10112.0,677.0,2408.0,255.0,255.0,932.0,California,0.25141623954680337,0.06878877798759105,0.01179463459759482,EBAY,66196,CEO,0.0,0.0,0.0,185.025,1000.0,12904.448,16553.747,21560.669,21560.669,21560.669,0.5985179773410556,0.0
116504,SNBR,206.128,950.88,57.056,2.539,724.909,-15.287,-19.753,1887.482,8.58,0.0,-12.295,-13.046,-4.466,Minnesota,0.22609223915354631,0.6224370981623044,-0.012930127881541308,SNBR,42418,CEO,0.0,0.0,0.0,119.553,1200.0,3444.144,209.785,6349.191,5183.697,6349.191,0.5424539913825241,0.0
117036,GDEN,409.442,1452.283,85.877,157.55,600.014,255.756,331.963,1053.149,93.946,0.0,-17.739,-17.739,76.207,Nevada,0.22956474064880722,-0.053436678184014486,-0.012214561486982911,GDEN,67258,CEO,0.0,0.0,0.0,275.193,1050.0,3641.842,2463.601,6059.187,6059.187,6059.187,0.6010446616022909,0.0
117768,NVDA,23073.0,41182.0,1833.0,13296.0,10075.0,4368.0,4181.0,26974.0,1977.0,247.0,-2164.0,-2164.0,-187.0,California,-0.044726142071274816,-0.517579526429084,-0.052547229372055755,NVDA,19666,CEO,0.0,217327.151,0.0,2494.973,996.514,26676.415,154648.892,34167.901,251495.052,34167.902,0.7807449161129331,6.360564876373296
117861,AXL,2006.6,5356.3,196.7,519.9,5109.2,-33.6,-24.5,6079.5,47.4,16.5,-45.7,-38.3,9.1,Michigan,-0.37142857142857144,1.8653061224489798,-0.008532009036088344,AXL,53460,CEO,0.0,0.0,0.0,892.871,1250.0,5161.125,8984.138,9859.313,9859.313,12198.672,0.5234771428800363,0.0
117902,AUDAQ,401.619,1900.44,48.228,72.994,1014.078,-1136.871,-1486.328,1168.939,0.914,101.937,-349.457,-350.371,-349.457,Pennsylvania,0.23511432200698634,0.23511432200698634,-0.1838821536065332,AUDAQ,20826,CEO,1000.0,0.0,0.0,66.82,1350.0,57.491,3.85,2416.82,2416.82,2474.311,0.023787870011006195,0.0
118267,KFY,1638.669,3574.444,70.382,888.861,2168.13,209.529,295.737,2863.836,97.086,5.352,-14.403,-14.403,82.683,California,0.2795828726199292,-0.048702056218870145,-0.004029437865021805,KFY,24137,CEO,0.0,0.0,0.0,92.473,1000.0,8792.685,10631.465,12097.658,12097.658,12097.658,0.7268088583757286,0.0
119275,MKSI,2696.0,9118.0,87.0,875.0,1878.0,-1841.0,-1928.0,3622.0,147.0,640.0,-234.0,-234.0,-87.0,Massachusetts,0.04512448132780083,0.12136929460580913,-0.025663522702347005,MKSI,39736,CEO,0.0,0.0,0.0,35.288,950.0,6000.0,7975.06,8006.538,8006.538,8006.538,0.7493875630141268,0.0
119314,BKNG,17034.0,24342.0,345.0,12711.0,0.0,4289.0,5481.0,21365.0,1670.0,258.0,-478.0,-478.0,1192.0,Connecticut,0.2174785623061485,-0.08721036307243203,-0.019636841672828854,BKNG,46021,CEO,0.0,0.0,0.0,41.043,750.0,40929.691,114458.148,46720.734,46720.734,46720.734,0.8760498283267554,0.0
119316,TREX,172.254,932.885,166.089,1.959,592.241,205.384,276.199,1094.837,66.63,72.439,4.215,4.215,70.815,Virginia,0.2563912251673612,0.015260735918667336,0.004518241798292394,TREX,52951,CEO,0.0,0.0,469.561,33.679,747.0,2783.75,2259.505,5773.779,2498.779,5773.779,0.4821365694807508,0.0
119574,EXTR,576.158,1141.707,13.8,234.826,525.293,78.074,94.106,1312.454,15.947,7.747,0.407,0.085,16.032,North Carolina,0.17036108218392026,0.004324910207638195,0.0003564837563402869,EXTR,51645,CEO,0.0,0.0,770.188,17.353,800.0,14190.565,16309.384,16132.678,16132.678,16132.678,0.8796162050714705,0.0
120048,HSII,693.214,1141.591,13.433,478.156,762.567,54.41,88.671,1041.182,29.374,6.402,11.9,4.887,34.261,Illinois,0.3863833722412063,0.13420396747527377,0.010424048542779334,HSII,52952,CEO,0.0,0.0,0.0,19.8,900.0,2559.157,868.773,2524.95,2524.95,5084.107,1.0135475950018813,0.0
120093,CNX,421.788,8626.657,679.404,0.443,756.523,1720.716,2222.925,3432.006,4.777,729.454,497.432,497.432,502.209,Pennsylvania,0.22592260197712472,0.22377363158900995,0.05766219753491997,CNX,31468,CEO,960.0,0.0,0.0,45.906,800.0,3000.01,10788.46,4805.916,4805.916,6427.883,0.6242327165102345,0.0
120301,UONEK,421.966,1211.173,35.176,233.57,137.023,2.05,12.509,477.69,2.796,20.938,5.148,5.148,7.944,Maryland,0.6350627548165321,0.4115436885442481,0.0042504250012178274,UONEK,31541,CEO,0.0,0.0,0.0,3089.512,1250.0,2473.371,2132.813,4339.512,4339.512,7449.52,0.5699652403311709,0.0
120444,WCC,8391.6,15060.9,92.3,524.1,17541.5,765.5,992.0,22385.2,233.8,451.9,-7.9,-7.9,225.9,Pennsylvania,0.2277217741935484,-0.007963709677419354,-0.0005245370462588557,WCC,70398,CEO,0.0,19096.553,2523.945,220.465,1313.6,5850.079,1104.138,8381.636,25528.186,10331.662,0.6979638581298447,2.278380139629065
121077,FFIV,1848.773,5248.333,54.184,803.323,521.309,394.948,485.988,2813.169,199.582,4.637,-108.521,-108.542,91.04,Washington,0.18732972830604872,-0.22329975225725737,-0.020677232180198932,FFIV,60206,CEO,0.0,0.0,0.0,41.104,962.0,9853.662,5362.578,8703.184,8703.184,10856.766,1.1321904719008584,0.0
121142,SKX,3952.604,7547.351,323.722,1262.505,3680.038,545.799,800.872,8000.342,155.48,12.594,-2.37,-4.531,150.949,California,0.18848080592154554,-0.002959274390913904,-0.00031401746122579967,SKX,31276,CEO,0.0,0.0,0.0,1110.285,6504.039,7333.065,20299.836,11504.873,11504.873,18837.938,0.637387739960276,0.0
121257,GEG,123.138,135.893,0.053,117.371,16.834,16.033,14.679,14.872,0.2,0.0,0.0,0.0,0.2,Florida,0.01362490632876899,0.0,0.0,GEG,71195,CEO,275.0,0.0,0.0,715.0,78.205,0.0,522.223,1068.205,1068.205,1468.205,0.0,0.0
121382,SBAC,484.267,10178.441,236.698,247.722,612.622,501.812,548.503,2711.584,46.459,119.209,4.629,4.629,51.088,Florida,0.09314078500938007,0.008439333969002902,0.00045478477499648513,SBAC,55769,CEO,0.0,0.0,0.0,18.064,1110.0,8148.621,2639.391,5777.604,5777.604,11261.032,1.410380669910918,0.0
122172,ZD,1190.994,3471.022,108.729,764.721,916.601,41.503,65.645,1364.028,54.159,45.503,-30.017,-30.017,24.142,New York,0.36776601416711097,-0.4572625485566304,-0.008647885262611415,ZD,61392,CEO,0.0,0.0,0.0,26.604,1000.0,0.0,18368.537,1695.889,1695.889,1695.889,0.0,0.0
122257,BMRN,2956.088,6841.603,96.691,1073.81,514.854,167.645,188.563,2419.226,65.899,0.0,-44.981,-44.981,20.918,California,0.11093374628108378,-0.23854626835593412,-0.006574628782172833,BMRN,72623,CEO,0.0,6867.311,1441.725,727.032,1479.423,15730.575,4595.667,11902.029,16604.621,21976.02,1.3216717082440312,0.5769865793471012
122380,LII,1433.5,2798.3,250.2,69.1,3348.1,590.1,737.5,4981.9,172.9,0.0,-26.0,-25.5,147.4,Texas,0.19986440677966102,-0.03525423728813559,-0.009291355465818532,LII,69734,CEO,0.0,0.0,1885.615,1188.979,1064.75,0.0,3667.874,4983.663,4983.663,4983.663,0.0,0.0
122394,PRFT,325.953,1064.604,4.439,129.086,574.478,98.933,136.481,906.541,48.548,5.9,-10.95,-11.0,37.548,Missouri,0.2751152175028026,-0.08023094789750954,-0.010285514613884598,PRFT,34971,CEO,0.0,0.0,0.0,42.96,517.917,6749.946,10357.106,7310.823,7310.823,7310.823,0.9232812776345426,0.0
122902,NTCT,617.36,2820.56,10.487,418.998,193.975,59.648,68.415,914.53,62.498,24.939,-54.032,-53.731,8.767,Massachusetts,0.12814441277497624,-0.7897683256595774,-0.01915647956434183,NTCT,38649,CEO,0.0,0.0,0.0,104.46,594.825,1830.096,3185.582,2852.966,2852.966,2852.966,0.6414713669914047,0.0
123998,SWKH,11.869,334.254,0.496,5.236,16.58,15.887,14.613,37.76,0.013,0.0,-1.286,-1.287,-1.274,Texas,-0.08718264558954356,-0.08800383220420174,-0.0038473735542431803,SWKH,70126,CEO,525.269,0.0,0.0,19.8,408.077,0.0,311.0,953.146,953.146,953.146,0.0,0.0
125595,AKAM,1804.855,9900.037,730.04,864.439,1101.656,547.629,654.002,3811.92,129.36,24.622,-22.987,-27.441,106.373,Massachusetts,0.1626493496961783,-0.03514821055593102,-0.002321910514071816,AKAM,49100,CEO,0.0,0.0,0.0,0.0,0.001,13384.974,11724.343,7590.473,7590.473,13384.975,1.763391293269866,0.0
125794,NEO,596.812,1681.229,28.752,415.203,310.562,-87.968,-97.097,591.643,0.391,24.285,-11.193,-9.52,-9.129,Florida,0.09401938267917649,0.11527647610121837,-0.0066576296268979415,NEO,69747,CEO,0.0,0.0,1854.165,12.308,1000.0,5986.768,13047.681,11665.947,8849.077,11665.946,0.5131831989293283,0.0
126136,CHTR,4132.0,147193.0,11115.0,709.0,33405.0,4557.0,6854.0,54607.0,1673.0,18954.0,-80.0,-80.0,1593.0,Connecticut,0.23241902538663553,-0.011672016340822877,-0.0005435041068529074,CHTR,53754,CEO,0.0,0.0,955.269,223.866,1700.0,8696.687,434.933,89077.078,14120.428,89077.078,0.0976310314085516,0.0
126296,EXPE,9230.0,21642.0,846.0,5689.0,1573.0,797.0,1018.0,12839.0,268.0,33.0,62.0,62.0,330.0,Washington,0.3241650294695481,0.060903732809430254,0.002864799926069679,EXPE,62205,CEO,0.0,0.0,0.0,9.9,1000.0,0.0,152030.435,1009.9,1009.9,1009.9,0.0,0.0
126423,ONTO,1283.267,1909.712,22.573,697.811,376.039,121.159,132.582,815.868,33.852,0.0,-22.429,-22.429,11.423,Massachusetts,0.0861580003318701,-0.16917077733025598,-0.011744702866191342,ONTO,33230,CEO,0.0,0.0,0.0,1.433,692.718,4327.136,5823.468,3262.449,3262.449,5646.028,1.3263459444116983,0.0
126554,A,4186.0,10763.0,298.0,1590.0,3132.0,1240.0,1339.0,6833.0,155.0,38.0,-56.0,-56.0,99.0,California,0.07393577296489919,-0.041822255414488425,-0.0052030103131097275,A,39774,CEO,0.0,16941.404,0.0,84.04,1315.693,11329.058,2092.726,4694.352,18855.734,16023.41,2.4133379857326425,3.6088908543713805
128978,PKG,3254.4,8681.1,469.7,1141.5,5571.0,765.2,1014.1,7802.4,243.7,558.0,5.2,5.2,248.9,Illinois,0.2454393057883838,0.005127699437925254,0.0005990024305675548,PKG,22735,CEO,0.0,0.0,0.0,19.699,1433.58,9604.906,12536.087,14339.225,14339.225,15228.19,0.6698343878417419,0.0
129441,ZYXI,87.855,136.904,1.206,44.579,34.773,9.732,12.579,184.322,5.15,0.0,-2.303,-2.303,2.847,Colorado,0.2263295969472931,-0.18308291597106288,-0.01682200666160229,ZYXI,64584,CEO,0.0,1655.28,0.0,38.142,650.0,225.065,305.398,1217.895,2873.175,1217.895,0.18479836110666356,1.3591319448720949
133366,EW,4035.7,9363.2,253.0,1647.8,1234.8,1402.4,1598.1,6004.8,460.7,28.5,-272.1,-262.0,198.7,California,0.12433514798823603,-0.1702646893185658,-0.029060577580314422,EW,69751,CEO,0.0,0.0,41.233,62.235,972.814,5099.085,2215.139,12869.02,7368.341,12869.02,0.39622947201884834,0.0
133367,EPC,962.4,3740.7,49.5,216.4,1222.3,114.7,147.7,2251.6,37.5,136.4,-4.5,-4.5,33.0,Connecticut,0.2234258632362898,-0.03046716316858497,-0.0012029833988290962,EPC,61399,CEO,0.0,0.0,20.695,133.081,1095.833,6360.768,2853.091,10517.128,9317.122,10157.128,0.604800854377735,0.0
133766,HSTM,130.21,499.942,2.2,71.133,95.021,15.213,18.511,279.063,5.023,16.132,-1.725,-1.725,3.298,Tennessee,0.1781643347198963,-0.09318783426070985,-0.003450400246428586,HSTM,46240,CEO,0.0,0.0,0.0,7.103,380.0,150.006,548.979,727.109,727.109,727.109,0.20630469434431425,0.0
133767,DNUT,173.581,3240.592,121.427,38.614,1219.832,-37.925,-40.994,1686.104,14.139,123.925,-18.486,-18.486,-4.347,North Carolina,0.1060399082792604,0.45094404059130605,-0.0057045132494309685,DNUT,66502,CEO,0.0,0.0,596.621,43.259,1100.0,7925.905,13236.724,8789.967,8789.967,10242.864,0.9016990621238964,0.0
133869,LPSN,321.708,835.513,28.657,212.925,116.06,-100.435,-96.272,401.983,3.117,2.93,1.046,1.046,4.163,New York,-0.04324206415157055,-0.010865049027754694,0.0012519254637569973,LPSN,44266,CEO,0.0,0.0,0.0,28.953,611.82,0.0,129.145,640.773,640.773,640.773,0.0,0.0
133885,EXEL,1317.958,2942.357,40.469,995.302,46.83,207.765,257.521,1830.208,182.965,0.0,-133.209,-133.209,49.756,California,0.19321142741756983,-0.5172743193758955,-0.045272888368066824,EXEL,60657,CEO,0.0,3789.2,414.312,11.0,1192.001,14259.313,20640.372,16423.307,20212.507,16423.307,0.8682364033017224,0.2307208895260863
134932,ON,5912.3,13215.2,1575.6,2485.0,3882.4,2183.7,2535.8,8253.0,471.2,38.7,-127.7,-121.0,350.2,Arizona,0.138102374004259,-0.05035886110892026,-0.009663115200678007,ON,68274,CEO,0.0,0.0,0.0,41.05,1130.769,17733.531,41174.989,19965.513,19965.513,19965.513,0.8882081316918828,0.0
135484,FYBR,2781.0,20693.0,3211.0,2200.0,2125.0,29.0,117.0,5751.0,10.0,643.0,78.0,78.0,88.0,Texas,0.7521367521367521,0.6666666666666666,0.0037693906151838787,FYBR,67740,CEO,0.0,0.0,0.0,13.038,1300.0,20786.986,3058.513,4303.038,4303.038,25090.024,4.8307697956652955,0.0
136648,VC,1616.0,2727.0,125.0,518.0,3364.0,486.0,257.0,3954.0,73.0,31.0,0.0,-321.0,-248.0,Michigan,-0.9649805447470817,0.0,0.0,VC,52974,CEO,0.0,2549.09,0.0,651.887,1101.25,9794.54,5284.144,13150.489,15699.579,13150.49,0.744804242640711,0.1938399400965242
136725,ISRG,7888.0,15441.5,1064.2,5223.2,1998.2,1798.0,1958.9,7124.1,422.4,0.0,-280.8,-280.8,141.6,California,0.07228546633314614,-0.14334575527081525,-0.018184761843085193,ISRG,29715,CEO,0.0,26283.978,2570.864,56.267,955.0,7385.307,5884.233,12449.381,36291.295,12449.381,0.5932268439691901,2.111267861430219
137131,CRL,1608.662,8195.001,318.528,282.642,2423.541,474.624,581.284,4129.409,152.263,191.349,-50.903,-51.349,100.914,Massachusetts,0.1736053288925895,-0.08756993139326044,-0.006211469650827376,CRL,24168,CEO,0.0,0.0,1734.737,71.888,1461.866,9138.724,678.704,14096.924,11802.552,14096.924,0.6482778796282083,0.0
137602,ACLS,1079.991,1281.967,20.656,506.148,631.793,246.263,278.599,1130.604,52.354,0.0,-20.018,-20.018,32.336,Massachusetts,0.1160664611143615,-0.07185237563666776,-0.015615066534473976,ACLS,61909,CEO,0.0,0.0,0.0,9.9,530.102,3076.368,3583.756,4135.438,4135.438,4135.438,0.7439037896348585,0.0
138483,BRKR,2164.2,4249.9,106.9,488.3,1352.8,427.2,546.2,2964.5,143.4,67.7,-24.4,-25.7,117.7,Massachusetts,0.21548883192969606,-0.04467228121567191,-0.0057413115602720066,BRKR,66973,CEO,0.0,0.0,555.098,34.099,926.096,2555.868,7084.575,5858.761,5088.209,5858.761,0.43624718605179486,0.0
139665,MCO,4341.0,14622.0,271.0,2193.0,1687.0,1607.0,1935.0,5916.0,365.0,402.0,-38.0,-38.0,327.0,New York,0.16899224806201552,-0.019638242894056846,-0.0025988236903296403,MCO,54471,CEO,0.0,5975.08,2115.782,21.032,1000.0,8799.948,208.95,5221.068,8996.112,14387.659,1.6854689500309132,1.144417195868738
139804,TTMI,1429.687,3323.663,160.242,450.208,1706.916,-18.718,0.297,2232.567,30.241,44.238,-11.347,-11.226,19.015,California,64.02356902356902,-38.205387205387204,-0.003414004368072214,TTMI,48623,CEO,0.0,0.0,0.0,13.2,852.0,1221.347,954.181,2554.41,2554.41,3109.523,0.4781327194929553,0.0
140073,ITGR,617.668,2942.653,119.938,23.674,1113.098,90.65,107.294,1596.673,26.134,145.625,-9.49,-9.49,16.644,Texas,0.15512517009338825,-0.08844856189535295,-0.0032249809950408697,ITGR,59610,CEO,0.0,713.511,0.0,97.746,1227.596,5499.971,4661.615,8738.497,9452.008,8738.497,0.6293955356395957,0.08165145562217394
140541,TPR,2363.5,7116.8,184.2,741.5,1763.8,936.0,1143.1,6660.9,165.9,240.0,41.2,41.2,207.1,New York,0.18117400052488847,0.03604234100253697,0.005789118705035972,TPR,64927,CEO,0.0,0.0,6761.985,60.913,1350.0,6694.692,7564.824,14489.503,10487.005,14489.503,0.46203737975001624,0.0
141178,INSG,58.226,121.797,0.704,7.519,140.471,-46.185,-45.3,195.688,0.497,0.68,0.388,0.388,0.885,California,-0.019536423841059605,-0.008565121412803533,0.0031856285458590934,INSG,66222,CEO,0.0,0.0,0.0,12.5,500.0,0.0,33.0,512.5,512.5,512.5,0.0,0.0
141359,RGP,264.066,531.999,2.012,116.784,462.501,54.359,72.618,775.643,28.585,7.136,-9.701,-10.326,18.259,California,0.2514390371533229,-0.13358946817593437,-0.018234996682324593,RGP,44904,CEO,0.0,0.0,0.0,25.523,825.0,1999.984,2032.85,2850.507,2850.507,2850.507,0.7016239567206816,0.0
141384,ALGN,2446.618,6083.877,177.716,972.742,1015.82,445.053,641.204,3862.26,214.173,30.132,-18.642,-18.022,196.151,Arizona,0.3059104434782067,-0.029073430608667447,-0.0030641645122016763,ALGN,52283,CEO,0.0,0.0,0.0,20.572,1354.769,26230.87,7076.05,28952.411,28952.411,28952.411,0.905999503806436,0.0
141496,DVAX,859.12,997.096,4.104,742.302,45.825,-6.389,-4.367,232.284,2.022,0.0,0.0,0.0,2.022,California,-0.4630180902221204,-0.0,0.0,DVAX,68087,CEO,0.0,0.0,0.0,13.686,760.0,2281.25,998.396,5810.736,3767.436,5810.736,0.3925922636994694,0.0
141846,ACAD,616.125,748.956,0.05,438.865,91.613,-61.286,-51.036,726.437,10.25,0.0,0.0,0.0,10.25,California,-0.2008386237165922,-0.0,0.0,ACAD,73237,CEO,0.0,927.35,3596.703,30.568,856.593,1948.017,10843.155,7587.014,4648.712,7587.014,0.2567567425076585,0.12222858689861386
141913,GPN,8073.759,50570.186,658.142,2256.077,1950.329,986.233,1237.843,9654.419,708.079,2242.105,-499.974,-499.059,209.02,Georgia,0.1688582477745562,-0.4039074422200553,-0.00988673444863343,GPN,51652,CEO,0.0,0.0,1555.042,185.696,958.333,10193.616,5580.761,12750.423,12750.423,16000.483,0.7994727704327926,0.0
142260,OIS,487.997,1046.486,30.653,47.111,606.888,12.891,15.824,782.283,2.707,7.717,0.226,0.226,2.933,Texas,0.18535136501516683,0.014282103134479272,0.00021596084419667344,OIS,37477,CEO,0.0,0.0,0.0,167.657,925.0,2700.004,5897.257,5126.52,5126.52,5126.521,0.5266738450254753,0.0
142337,NOG,509.407,4484.255,1845.252,8.195,511.572,922.969,1000.742,2166.259,0.915,68.488,76.858,231.203,77.773,Minnesota,0.07771533522126582,0.07680101364787328,0.01713952484860919,NOG,63455,CEO,0.0,0.0,0.0,133.935,850.0,8115.55,5922.34,10248.697,10248.697,10248.697,0.7918616386063516,0.0
142460,BTU,2019.7,5962.1,348.3,969.3,3387.1,760.0,1124.8,4946.7,225.9,28.6,82.9,82.9,308.8,Missouri,0.2745376955903272,0.07370199146514937,0.01390449673772664,BTU,67744,CEO,367.5,0.0,0.0,62.424,1000.0,1999.968,5027.796,5879.892,5879.892,5879.892,0.34013685965660595,0.0
142814,SYNA,1272.0,2611.4,34.2,934.3,516.8,73.6,126.0,1355.1,78.3,39.1,-25.9,-25.9,52.4,California,0.41587301587301584,-0.20555555555555555,-0.009918051619820786,SYNA,64931,CEO,0.0,0.0,0.0,9.405,725.0,18339.934,10328.016,19577.634,19577.634,19577.634,0.9367798989397801,0.0
142953,MDLZ,11703.0,71391.0,1112.0,1884.0,21477.0,4959.0,6505.0,36016.0,1574.0,3292.0,-37.0,-37.0,1537.0,Illinois,0.23627978478093775,-0.00568793235972329,-0.000518272611393593,MDLZ,60220,CEO,0.0,0.0,1825.403,923.656,1550.0,10625.963,0.0,17517.119,17517.119,21018.175,0.6066044878726918,0.0
142956,OMCL,927.571,2226.878,41.474,500.979,580.273,-20.371,-20.108,1147.112,10.867,1.62,-11.047,-10.604,0.263,Texas,-0.013079371394469862,0.5493833300179033,-0.004960756718598864,OMCL,34909,CEO,0.0,0.0,0.0,49.0,813.1,9174.87,0.0,5274.442,5274.442,11022.072,1.7394958556753493,0.0
143912,AXON,2396.649,3436.845,59.635,1322.539,575.371,174.227,155.0,1563.391,46.259,0.0,-73.002,-70.261,-19.227,Arizona,-0.12404516129032259,-0.4709806451612903,-0.021240992829179087,AXON,48629,CEO,0.0,322985.235,0.0,8.857,31.201,0.0,0.0,40.058,323025.293,40.058,0.0,8062.939612561785
144396,CCRN,415.153,679.317,13.974,17.094,1569.318,72.631,102.894,2019.728,28.959,0.401,1.304,1.304,30.263,Florida,0.2941182187493926,0.012673236534686182,0.0019195751026398575,CCRN,67749,CEO,0.0,0.0,0.0,0.0,869.231,2406.275,2058.61,3511.755,3511.755,3511.756,0.6852058301333663,0.0
144520,AMN,841.685,2924.394,103.687,54.991,2533.66,210.679,284.289,3789.254,86.543,23.35,-12.933,-12.933,73.61,Texas,0.2589266556215682,-0.04549243903211169,-0.0044224547034359945,AMN,69769,CEO,0.0,0.0,0.0,232.035,1060.0,4772.195,1528.84,3428.217,3428.217,6660.48,1.39203410985944,0.0
144559,ZBH,4609.5,21496.9,602.8,415.8,1693.5,1024.0,1067.3,7394.2,138.5,357.6,-96.3,-96.3,42.2,Indiana,0.03953902370467535,-0.09022767731659327,-0.004479715679935246,ZBH,60223,CEO,0.0,661.487,0.0,169.564,841.676,11750.072,0.0,12761.312,13422.799,12761.312,0.9207573641330923,0.05183534420285312
144640,ABG,3057.1,10159.4,142.3,51.9,12046.9,602.5,801.3,14802.7,159.0,136.4,39.7,39.8,198.8,Georgia,0.2480968426307251,0.04954449020341945,0.003907711085300313,ABG,52286,CEO,0.0,0.0,0.0,31.082,1300.0,4999.895,7658.429,8138.627,8138.627,8138.627,0.6143413379185457,0.0
144998,XPO,1593.0,7492.0,1533.0,412.0,6769.0,192.0,260.0,7744.0,37.0,337.0,31.0,31.0,68.0,Connecticut,0.26153846153846155,0.11923076923076924,0.004137746930058729,XPO,61412,CEO,0.0,0.0,0.0,14.463,850.0,9084.498,27469.976,3303.113,3303.113,12387.611,2.7502837474830564,0.0
145041,BGFV,310.175,644.683,11.022,9.201,580.885,-7.083,-10.581,884.745,-0.062,0.0,-3.436,-3.436,-3.498,California,0.3305925715905869,0.32473301200264626,-0.005329751211060319,BGFV,34398,CEO,0.0,0.0,4.71,34.084,652.115,172.04,398.17,686.199,686.199,858.239,0.2507144428948454,0.0
145046,ELV,60029.0,108928.0,1296.0,36369.0,140751.0,5987.0,7715.0,171340.0,2414.0,1970.0,-602.0,-690.0,1724.0,Indiana,0.22346079066753077,-0.0780298120544394,-0.005526586368977673,ELV,59617,CEO,0.0,0.0,2840.309,840.96,1600.0,11850.043,24490.469,10038.996,6088.96,21889.039,1.1804012074514225,0.0
145049,GME,2323.7,3113.4,55.9,1431.9,4553.7,-313.1,-302.1,5927.2,13.6,0.0,-2.6,-2.6,11.0,Texas,-0.03641178417742469,0.008606421714664018,-0.0008350998907946296,GME,68104,CEO,825.0,0.0,0.0,186.736,78.462,0.0,0.0,1090.198,1090.198,1090.198,0.0,0.0
145308,WW,179.474,982.03,2.485,109.366,286.59,-112.255,-73.632,889.551,18.802,41.994,19.821,19.821,38.623,New York,-0.5245409604519773,-0.2691900260756193,0.020183701108927428,WW,69770,CEO,0.0,0.0,0.0,6.085,1236.0,5161.249,5293.208,8873.417,8873.417,8873.418,0.5816529303198531,0.0
145552,CNC,40756.0,84641.0,799.0,19652.0,136684.0,2702.0,3598.0,153999.0,966.0,641.0,-78.0,-67.0,899.0,Missouri,0.24986103390772652,-0.0216787103946637,-0.0009215392067674059,CNC,67269,CEO,0.0,0.0,0.0,285.335,1400.0,13573.031,17734.706,18556.966,18556.966,18556.966,0.7314251155064896,0.0
145977,AAP,6377.021,12276.326,242.411,503.471,6457.705,29.735,31.847,11287.607,49.894,362.542,-47.782,-47.782,2.112,North Carolina,0.06631707853172983,-1.5003611015166263,-0.003892206837778664,AAP,54481,CEO,0.0,0.0,0.0,14.023,1125.0,3000.021,496.235,4139.044,4139.044,4139.044,0.7248101252366489,0.0
146017,AYI,1395.2,3408.5,66.7,397.9,2174.9,346.0,446.7,3952.2,148.5,59.0,-47.8,-47.8,100.7,Georgia,0.22543093798970226,-0.10700693978061339,-0.014023764119113978,AYI,65484,CEO,0.0,0.0,0.0,11.88,1000.0,6091.382,1247.662,4376.84,4376.84,9213.817,1.3917305636029647,0.0
146616,CORT,458.636,621.517,0.139,368.221,5.904,106.14,124.557,482.375,47.911,0.0,-29.493,-29.494,18.417,California,0.14786001589633663,-0.2367831595173294,-0.047453247457430764,CORT,56331,CEO,1320.0,0.0,0.0,22.5,1083.333,0.0,0.0,9337.734,2425.833,9337.734,0.0,0.0
146648,CUTR,269.185,346.291,33.01,143.612,161.564,-162.833,-161.299,212.369,1.517,0.0,0.011,0.017,1.534,California,-0.00951028834648696,-6.819633103739018e-05,3.176519170293193e-05,CUTR,72411,CEO,0.0,0.0,0.0,11.1,271.023,2747.683,880.156,28279.816,3029.805,7279.814,0.09716056851289273,0.0
