gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets,ticker,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
8151,OKE,3108.0,44266.0,1595.0,338.0,13464.0,2659.0,3497.0,17677.0,9.0,2594.0,829.0,829.0,838.0,Oklahoma,0.2396339719759794,0.23706033743208466,0.018727691682103646,OKE,40699,CEO,0.0,0.0,0.0,336.989,835.0,6274.485,4332.49,8547.559,8547.559,9547.574,0.7340674688528035,0.0
8199,OTTR,570.17,3242.568,287.134,230.373,873.293,294.191,363.489,1349.166,56.379,237.273,12.764,12.919,69.298,Minnesota,0.19064675959932764,0.035115230447138705,0.003936386222278145,OTTR,68884,CEO,141.05,0.0,0.0,715.385,806.0,2605.539,2062.647,5671.757,5671.757,5823.726,0.45938833416170693,0.0
8210,OSG,114.588,1078.884,30.789,91.157,277.964,62.454,72.373,451.871,0.945,79.373,8.974,8.974,9.919,Florida,0.13705387368217428,0.12399651803849501,0.008317854375447221,OSG,54657,CEO,339.3,0.0,0.0,22.81,446.25,1227.188,4051.182,3223.495,3223.495,2872.267,0.38070107135267783,0.0
8213,OMI,2102.79,5093.322,190.87,272.924,8004.966,-41.301,-54.726,10333.967,10.308,41.652,-23.648,-23.733,-13.425,Virginia,0.24531301392391186,0.4321163615100683,-0.0046429422683270365,OMI,63236,CEO,0.0,0.0,0.0,105.059,1000.0,5834.851,7068.948,8389.91,8389.91,8389.91,0.6954604995762768,0.0
8214,OC,3917.0,11237.0,526.0,1623.0,6418.0,1196.0,1594.0,9677.0,413.0,427.0,26.0,-12.0,401.0,Ohio,0.25156838143036386,0.01631116687578419,0.002313784818011925,OC,52052,CEO,0.0,0.0,0.0,297.961,1200.0,7111.895,9511.474,11243.256,11243.256,11243.256,0.6325476356671058,0.0
8219,OXM,330.463,1188.665,46.668,8.826,476.94,165.735,215.725,1433.451,51.802,2.981,-1.867,-1.812,49.99,Georgia,0.2317302120755592,-0.008654537026306641,-0.001570669616754931,OXM,29809,CEO,0.0,0.0,0.0,460.45,934.615,4247.46,2280.434,5642.525,5642.525,5642.525,0.7527587383308005,0.0
8247,PPG,7431.0,21647.0,549.0,1598.0,10745.0,1270.0,1748.0,18256.0,622.0,508.0,-183.0,-183.0,439.0,Pennsylvania,0.2511441647597254,-0.10469107551487414,-0.008453827320182935,PPG,54162,CEO,0.0,0.0,1856.089,260.614,1200.0,4999.561,0.0,12160.363,9660.175,12472.955,0.41113583533649445,0.0
8264,PCG,14383.0,125698.0,9714.0,932.0,15994.0,2256.0,699.0,24428.0,-1.0,1980.0,-765.0,-1556.0,-1557.0,California,-2.227467811158798,-1.094420600858369,-0.006086015688395997,PCG,67405,CEO,0.0,0.0,0.0,357.8,1400.0,11750.292,11897.618,12198.33,12198.33,16994.84,0.963270546050156,0.0
8272,SRE,5470.0,87181.0,8397.0,285.0,10777.0,3075.0,4108.0,16720.0,313.0,5254.0,249.0,177.0,490.0,California,0.1192794547224927,0.06061343719571568,0.0028561269083860015,SRE,58865,CEO,0.0,0.0,1270.812,834.82,1500.0,8252.705,19354.367,19161.947,19161.947,27421.881,0.43068196566872874,0.0
8290,MEC2,2987.0,32610.0,3226.0,189.0,3930.0,-468.0,-1021.0,5936.0,-329.0,3085.0,-224.0,-224.0,-553.0,Oregon,0.5416258570029383,0.21939275220372184,-0.0068690585709904935,MEC2,69970,CEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
8348,PKE,125.041,159.333,1.047,105.44,36.446,10.731,11.032,54.055,-0.023,1.995,0.322,0.324,0.301,New York,0.02728426395939086,0.02918781725888325,0.002020924729968054,PKE,10404,CEO,0.0,0.0,210.7,5.917,213.556,0.0,0.0,295.723,219.473,295.723,0.0,0.0
8358,PH,6834.229,29964.472,380.747,483.572,12080.331,2082.936,2679.664,19065.194,504.263,1649.674,91.865,91.865,596.128,Ohio,0.22246371186835365,0.03428228315191755,0.003065797388320408,PH,62370,CEO,0.0,0.0,3113.398,493.682,1086.667,10062.781,0.0,16404.346,14686.803,16404.346,0.6134216505796696,0.0
8386,PATK,734.631,2562.448,58.987,11.409,2619.963,142.897,191.258,3468.045,48.952,46.724,-0.591,-0.591,48.361,Indiana,0.25285739681477376,-0.003090066820734296,-0.00023063882662204268,PATK,53548,CEO,0.0,4590.9,0.0,29.4,817.308,4200.02,2470.215,6679.328,11270.228,6748.551,0.6288087663908705,0.6873296235788988
8402,PAYX,7528.1,10546.4,143.0,1645.2,1276.4,1557.3,2048.2,5007.1,534.9,112.1,-44.0,-44.0,490.9,New York,0.23967385997461185,-0.021482277121374866,-0.00417203974816051,PAYX,49570,CEO,0.0,0.0,291.618,17.807,922.211,4024.955,6283.094,7534.855,5809.848,7534.855,0.5341781626852806,0.0
8455,PPL,2932.0,39236.0,2390.0,382.0,5019.0,740.0,924.0,8305.0,-138.0,3105.0,322.0,322.0,184.0,Pennsylvania,0.19913419913419914,0.3484848484848485,0.008206748904067694,PPL,50587,CEO,0.0,0.0,0.0,112.845,1201.326,6442.931,3285.685,4529.974,4529.974,11969.556,1.42228873719805,0.0
8530,PFE,43333.0,226501.0,3907.0,12690.0,23012.0,2133.0,1058.0,61996.0,2328.0,640.0,-3442.0,-3442.0,-1114.0,New York,-1.052930056710775,-3.2533081285444236,-0.015196400898892279,PFE,54169,CEO,0.0,0.0,0.0,2259.254,1787.5,8745.187,0.0,21553.624,12791.941,21562.064,0.40574090927817985,0.0
8539,EXC,7777.0,101546.0,7408.0,927.0,14118.0,2328.0,2702.0,21727.0,55.0,11956.0,319.0,319.0,374.0,Illinois,0.1384159881569208,0.11806069578090303,0.0031414334390325567,EXC,63247,CEO,0.0,0.0,0.0,483.917,1244.271,7951.8,6962.702,3994.088,3994.088,12266.72,1.9908925391728975,0.0
8542,WTRG,491.979,16841.459,1199.103,4.612,1018.032,498.226,431.781,2053.824,13.4,1628.324,-79.845,-79.845,-66.445,Pennsylvania,-0.15388588196331007,-0.18492013312304154,-0.004740978795245709,WTRG,37458,CEO,0.0,0.0,0.0,2544.409,985.584,0.0,0.0,4967.293,4967.293,7749.95,0.0,0.0
8543,MO,5585.0,38570.0,196.0,3691.0,6074.0,8130.0,10928.0,20502.0,3028.0,2799.0,-230.0,-230.0,2798.0,Virginia,0.2560395314787701,-0.021046852122986823,-0.0059631838216230235,MO,52559,CEO,0.0,0.0,0.0,6948.071,1350.0,6600.049,11312.83,14898.12,14898.12,18528.628,0.44301220556687687,0.0
8549,COP,14330.0,95924.0,11248.0,6606.0,31742.0,10957.0,16288.0,56141.0,4187.0,8813.0,1145.0,1144.0,5331.0,Texas,0.32729616895874264,0.07029715127701375,0.011936533088695217,COP,40745,CEO,0.0,32272.738,0.0,448.385,1742.5,14842.125,0.0,5928.548,38201.286,20770.673,2.503500857208207,5.443615873566344
8551,PVH,3580.4,11768.3,290.1,551.4,3613.8,200.4,388.2,9024.2,178.0,357.5,9.8,9.8,187.8,New York,0.4837712519319939,0.02524471921689851,0.0008327455962203547,PVH,64147,CEO,0.0,0.0,5112.085,161.714,1291.667,8880.455,10189.122,15339.233,13117.916,15613.904,0.5789373562550357,0.0
8582,SENEA,794.039,1212.721,70.628,12.256,1364.418,9.231,13.793,1509.352,8.096,31.481,-3.534,-3.534,4.562,New York,0.3307474806061046,-0.2562169216269122,-0.002914108026495789,SENEA,43076,CEO,0.0,0.0,0.0,11.717,750.818,0.0,29.816,1137.944,1137.944,1195.063,0.0,0.0
8599,AGYS,154.658,243.036,7.238,112.842,77.087,14.582,15.764,198.065,1.434,2.257,-0.181,-0.252,1.182,Georgia,0.0749809692971327,-0.011481857396599848,-0.0007447456343916127,AGYS,55587,CEO,0.0,0.0,0.0,19.366,600.0,630.0,4764.65,619.366,619.366,1249.366,1.0171691697639198,0.0
8606,PBI,1691.917,4272.185,102.878,623.219,2083.861,-385.627,-406.502,3266.348,29.94,211.477,-50.815,-50.815,-20.875,Connecticut,0.05135276087202523,0.12500553502811793,-0.011894381914640867,PBI,47092,CEO,0.0,0.0,0.0,776.768,750.0,2581.782,0.0,7266.238,7266.238,7266.238,0.3553120610692906,0.0
8699,POWL,621.985,752.242,7.819,279.009,543.149,54.525,68.95,699.308,22.272,0.0,-7.847,-7.847,14.425,Texas,0.2092095721537346,-0.11380710659898477,-0.010431483485367743,POWL,53891,CEO,0.0,0.0,0.0,57.924,540.8,922.684,0.0,2873.408,2873.408,2922.261,0.32111137715214827,0.0
8762,PG,22648.0,120829.0,3062.0,8246.0,39886.0,14653.0,18353.0,82006.0,4068.0,6478.0,-453.0,-453.0,3615.0,Ohio,0.1969705225303765,-0.024682613196752575,-0.0037490999677229804,PG,38205,CEO,4712.0,11523.92,6342.734,406.062,1600.0,11372.562,1076.626,21715.625,29614.544,21715.625,0.5237041070657649,0.5306741113829327
8807,TXNM,475.543,10252.605,1075.812,2.215,1314.446,88.346,90.529,1939.198,-2.841,750.234,-13.509,-13.509,-16.35,New Mexico,-0.1806051099647627,-0.14922290094886723,-0.0013176163521368472,TXNM,35023,CEO,375.0,0.0,0.0,423.505,1071.821,3998.365,4419.75,3672.468,3672.468,7670.833,1.088740596242091,0.0
8810,PEG,3373.0,50741.0,3325.0,77.0,6388.0,2563.0,3081.0,11237.0,163.0,6608.0,355.0,355.0,518.0,New Jersey,0.16812723141837066,0.11522233041220382,0.006996314617370568,PEG,34007,CEO,0.0,0.0,0.0,40.666,1293.8,8000.097,0.0,11167.863,11167.863,11778.863,0.716349851354731,0.0
8850,KWR,927.889,2714.211,38.8,194.527,1223.882,112.748,168.457,1953.313,67.027,146.957,-11.442,-11.442,55.585,Pennsylvania,0.3299655104863556,-0.06792237781748459,-0.004215589723864504,KWR,67415,CEO,0.0,0.0,238.638,51.277,865.538,2462.944,0.0,2346.815,2346.815,4809.759,1.0494836618992123,0.0
8901,RES,727.073,1286.845,181.005,223.31,1089.519,195.113,256.243,1617.474,52.483,51.29,8.647,8.647,61.13,Georgia,0.23856261439336882,0.03374531206706135,0.006719534986731114,RES,62384,CEO,0.0,0.0,0.0,25.05,600.0,998.4,1964.144,2391.45,2391.45,2391.45,0.4174872985009095,0.0
8902,RPM,3184.168,6782.004,254.435,220.93,4279.923,478.691,649.382,7256.414,163.415,90.347,6.236,6.236,169.651,Ohio,0.26124992685353154,0.00960297636830094,0.0009194922326793084,RPM,6542,CEO,0.0,18580.0,4663.5,250.544,1065.0,5742.634,3536.755,2895.544,21475.544,11742.464,1.9832660114990484,6.41675622957206
9016,RRX,3384.0,15431.4,119.1,574.0,3590.7,-57.4,-1.6,6250.7,168.0,1012.7,-115.3,-115.3,52.7,Wisconsin,-32.9375,72.0625,-0.007471778322122426,RRX,63644,CEO,0.0,0.0,898.967,233.072,1119.493,7048.379,0.0,3441.062,3441.062,11805.489,2.048315026000694,0.0
9063,AN,4306.9,11980.0,410.3,75.1,21817.4,1020.2,1350.2,26948.9,310.5,85.0,20.1,19.0,330.0,Florida,0.244408235816916,0.014886683454303067,0.0016777963272120201,AN,67095,CEO,0.0,0.0,0.0,112.738,1300.0,8315.079,7998.887,13588.817,13588.817,13588.817,0.6119060253736583,0.0
9203,ROK,4910.8,11304.0,160.5,1081.0,5090.6,1387.4,1608.5,9058.0,430.6,43.2,-100.1,-100.1,330.5,Wisconsin,0.20547093565433633,-0.06223189306807585,-0.00885527246992215,ROK,48142,CEO,0.0,4743.201,458.799,39.923,1198.817,7000.325,3300.941,14245.851,15989.039,16765.02,0.4913939504210734,0.33295315246523355
9225,ROL,406.639,2595.46,32.465,104.825,1469.871,434.957,586.257,3073.278,158.944,18.858,-7.644,-7.644,151.3,Georgia,0.258077941926493,-0.01303865028477272,-0.0029451426722045416,ROL,65278,CEO,0.0,0.0,0.0,3958.889,1000.0,0.0,5391.28,10661.914,10661.914,6743.889,0.0,0.0
9248,ROST,6904.719,13416.463,654.07,4564.553,13551.575,1512.041,1987.489,18695.829,396.031,217.059,79.417,79.417,475.448,California,0.2392204434842155,0.03995846014745239,0.005919369359867799,ROST,30933,CEO,0.0,0.0,0.0,149.224,1445.625,10700.095,46928.762,13994.931,13994.931,18094.944,0.7645693287090876,0.0
9273,RGLD,167.426,3361.057,2.678,104.167,97.817,239.44,282.14,608.157,48.477,134.299,-6.469,-6.469,42.008,Colorado,0.14889062167718156,-0.022928333451477993,-0.0019246921429776408,RGLD,46106,CEO,0.0,0.0,0.0,47.506,865.0,2507.551,2390.532,1774.506,1774.506,4282.057,1.4130980678566316,0.0
9299,R,2265.0,15778.0,3234.0,204.0,7737.0,406.0,618.0,11783.0,97.0,1658.0,115.0,115.0,212.0,Florida,0.343042071197411,0.18608414239482202,0.007288629737609329,R,34242,CEO,0.0,2681.132,0.0,247.264,1030.001,6179.815,6120.042,9124.732,11805.864,9205.982,0.6772598910302242,0.2938313147169692
9317,SEIC,1478.116,2520.003,24.835,834.998,1410.831,462.258,594.655,1909.336,165.893,0.0,-33.496,-33.496,132.397,Pennsylvania,0.2226450631038165,-0.05632845935878787,-0.013292047668197221,SEIC,61668,CEO,0.0,606.35,933.025,18.43,750.0,1860.0,3813.0,2518.43,3124.78,5934.43,0.7385553698137332,0.24076507983148235
9324,SJW,198.389,4345.067,288.627,9.723,415.06,84.987,90.943,670.363,14.466,238.528,-8.51,-8.51,5.956,California,0.06549157164377688,-0.0935750964890096,-0.0019585428717209656,SJW,68708,CEO,0.0,0.0,0.0,14.161,874.0,1709.66,870.07,3522.082,3522.082,4210.736,0.485411753616185,0.0
9355,SFES,9.911,22.836,0.0,9.517,0.0,-9.828,-9.828,0.0,0.0,0.0,0.0,0.0,0.0,Pennsylvania,-0.0,-0.0,0.0,SFES,65709,CEO,0.0,0.0,0.0,19.532,500.0,390.625,139.73,1143.282,1143.282,910.157,0.34166985922983134,0.0
9465,SLB,17718.0,47957.0,2599.0,3989.0,24159.0,4203.0,5282.0,33135.0,979.0,140.0,28.0,28.0,1007.0,Texas,0.1906474820143885,0.005301022340022719,0.0005838563713326521,SLB,59969,CEO,0.0,0.0,0.0,174.845,1550.0,12000.045,10095.5,14227.028,14227.028,18249.585,0.843468150902634,0.0
9466,SCHL,892.9,1866.7,62.0,224.5,786.4,86.3,112.4,1704.0,29.6,0.0,-0.7,-3.7,25.9,New York,0.23042704626334518,-0.006227758007117437,-0.0003749933036910055,SCHL,68333,CEO,0.0,0.0,34.812,38.626,1000.0,999.965,1289.028,2038.591,2038.591,2038.591,0.4905177154220734,0.0
9551,APPS,266.066,1266.556,23.858,75.558,339.417,16.673,22.016,665.92,10.912,13.94,-6.039,-5.766,5.146,Texas,0.2337390988372093,-0.27430050872093026,-0.004768048155786242,APPS,66626,CEO,0.0,1152.0,0.0,29.631,650.0,4575.0,524.839,6779.631,6406.631,6779.631,0.674815487745572,0.1699207523241309
9555,SEE,1963.3,7200.6,244.2,346.1,3666.7,339.3,429.7,5488.9,118.6,35.8,-27.8,-28.2,90.4,North Carolina,0.21037933441936235,-0.06469629974400745,-0.003860789378662889,SEE,58899,CEO,0.0,0.0,0.0,29.699,1329.82,13991.037,5450.793,15717.264,15717.264,15717.264,0.890170006688187,0.0
9599,SMTC,722.786,2569.628,28.323,248.067,245.295,61.38,78.716,756.533,32.539,5.065,-15.256,-15.195,17.344,California,0.22033639920727682,-0.1938106611108288,-0.005937046140530847,SMTC,72284,CEO,0.0,0.0,0.0,0.0,365.0,6380.681,2121.676,6745.681,6745.681,6745.681,0.9458913043768301,0.0
9611,SCI,498.286,16355.4,361.793,221.927,2797.963,537.317,708.606,4099.778,-20.571,638.106,191.516,191.516,170.945,Texas,0.24124125395494816,0.270271490786135,0.011709649412426477,SCI,26088,CEO,0.0,23117.321,0.0,1118.573,1200.0,5155.621,0.0,6101.107,26925.808,11256.728,0.8450304182503274,3.789037137031034
9664,SHEN,176.071,1214.229,256.55,139.255,105.48,8.038,11.011,287.379,-0.17,88.147,2.973,3.143,2.973,Virginia,0.2700027245481791,0.2700027245481791,0.002448467299002083,SHEN,62908,CEO,0.0,0.0,0.0,27.4,689.0,1863.158,1838.435,3418.824,3418.824,3418.824,0.5449704342779856,0.0
9667,SHW,5512.9,22954.4,888.4,276.8,11996.6,2388.8,3109.9,23051.9,810.0,683.1,-88.9,-88.9,721.1,Ohio,0.2318724074729091,-0.02858612817132384,-0.003872895828250793,SHW,21056,CEO,0.0,0.0,4228.164,517.767,1478.462,7829.325,5458.874,19281.779,14556.554,19281.779,0.40604785481671585,0.0
9777,SJM,2858.7,14991.4,477.4,1160.6,5497.9,-91.3,-9.2,8529.2,272.8,1138.9,-190.8,-190.7,82.1,Ohio,-8.923913043478262,20.739130434782613,-0.012727296983603933,SJM,44430,CEO,23.8,0.0,0.0,215.867,1183.846,5188.571,1648.901,5178.998,3881.883,10367.569,1.001848427050947,0.0
9778,SNA,3652.0,7544.9,95.0,1001.5,2389.4,1011.1,1328.0,5108.3,312.1,79.2,-18.7,-18.7,293.4,Wisconsin,0.220933734939759,-0.014081325301204818,-0.0024784954074938037,SNA,24970,CEO,0.0,19042.57,3964.563,321.272,1142.473,5532.076,5029.282,11013.372,28732.919,10574.757,0.5023053793152542,1.7290408423505537
9815,SON,2050.365,7191.957,363.077,151.937,5012.813,474.959,625.179,6781.292,161.498,100.788,-12.209,-12.22,149.278,South Carolina,0.23877641443490583,-0.019528806949689607,-0.001697590794828167,SON,48474,CEO,0.0,0.0,0.0,469.222,1192.388,6876.983,5435.447,8538.593,8538.593,8538.593,0.805400023165409,0.0
9846,EIX,6811.0,81758.0,5448.0,380.0,10413.0,1407.0,1515.0,16338.0,0.0,6672.0,108.0,108.0,108.0,California,0.07128712871287128,0.07128712871287128,0.0013209716480344432,EIX,37018,CEO,0.0,0.0,1240.91,29.8,1396.538,6825.189,0.0,5550.757,5550.757,14881.111,1.229596071310634,0.0
9849,AWR,205.978,2246.122,188.54,14.073,268.383,124.921,166.52,595.699,36.816,161.577,4.783,4.783,41.599,California,0.2498138361758347,0.028723276483305308,0.0021294479997079415,AWR,30871,CEO,300.0,0.0,0.0,29.524,924.519,1742.567,0.0,3439.223,3439.223,5324.271,0.5066746180750711,0.0
9850,SO,10432.0,139331.0,9095.0,748.0,14970.0,3976.0,4345.0,25253.0,95.0,10990.0,416.0,401.0,496.0,Georgia,0.11415420023014959,0.09574223245109321,0.002985695932707007,SO,67421,CEO,0.0,0.0,0.0,110.057,1245.324,10009.683,0.0,14167.824,14167.824,23520.387,0.7065081412643184,0.0
9882,LUV,13955.0,36487.0,3553.0,11474.0,19812.0,465.0,633.0,26091.0,9.0,2044.0,159.0,159.0,168.0,Texas,0.26540284360189575,0.25118483412322273,0.0043577164469537095,LUV,37298,CEO,0.0,0.0,0.0,405.79,700.0,4105.004,3491.967,9307.298,9307.298,9307.298,0.44105217217714526,0.0
9890,SWX,1881.114,11869.896,872.521,106.536,4503.504,150.889,197.349,5433.972,14.918,752.997,56.771,26.914,41.832,Nevada,0.21196965781432894,0.2876680398684564,0.004782771474998601,SWX,52573,CEO,0.0,0.0,0.0,30.561,874.796,2991.259,1850.351,3680.333,3680.333,7129.341,0.812768572843816,0.0
9899,T,36458.0,407060.0,17853.0,6804.0,50123.0,14400.0,19848.0,122428.0,2769.0,58666.0,3037.0,1456.0,4225.0,Texas,0.2128677952438533,0.15301289802498994,0.007460816587235297,T,34027,CEO,0.0,0.0,0.0,359.191,2400.0,16500.0,0.0,25703.216,25703.216,26450.157,0.6419430160023555,0.0
9919,SHYF,286.928,530.049,20.733,9.957,704.887,6.496,0.696,872.198,1.142,0.0,-6.911,-6.91,-5.768,Michigan,-8.28735632183908,-9.929597701149426,-0.013038417202937842,SHYF,50600,CEO,0.0,0.0,0.0,70.862,777.775,2567.922,225.581,3755.905,3755.905,3755.905,0.6837025963116745,0.0
9969,STAA,365.269,488.692,18.188,220.726,61.84,21.347,33.696,323.157,9.085,1.077,3.264,3.264,12.349,California,0.3664826685660019,0.09686609686609686,0.006679053473353359,STAA,71757,CEO,0.0,0.0,0.0,1.624,788.462,4499.989,2740.394,10220.581,5720.575,10220.581,0.4402870052103691,0.0
10008,SXI,483.253,1024.929,24.27,198.435,429.152,139.153,163.949,741.048,31.921,14.905,-7.125,-7.125,24.796,New Hampshire,0.1512421545724585,-0.04345863652721273,-0.0069517010446577265,SXI,49582,CEO,0.0,0.0,0.0,164.853,892.597,3405.266,14656.628,4394.449,4394.449,5098.597,0.7749016998490597,0.0
10016,SWK,7017.3,23663.8,338.7,454.0,11249.2,-281.7,-375.7,15781.1,330.3,333.2,-424.3,-424.3,-94.0,Connecticut,0.25019962736225715,1.129358530742614,-0.017930340858188457,SWK,37120,CEO,0.0,0.0,1159.646,306.442,1250.0,6937.461,5039.076,13877.644,11565.153,13877.644,0.4999019285982549,0.0
10056,SCL,851.883,2363.354,260.335,129.823,1942.832,40.204,48.391,2325.768,-10.116,10.373,18.303,18.303,8.187,Illinois,0.1691843524622347,0.37823148932652767,0.007744502093211598,SCL,50602,CEO,0.0,0.0,0.0,116.934,933.333,2275.829,879.41,3326.096,3326.096,4123.893,0.6842343095328578,0.0
10115,SYK,12518.0,39912.0,575.0,3053.0,7006.0,3165.0,3673.0,20498.0,714.0,63.0,-206.0,-206.0,508.0,Michigan,0.1383065613939559,-0.05608494418731282,-0.005161354980958108,SYK,45326,CEO,0.0,33710.838,8069.493,532.651,1391.667,6652.884,0.0,14114.963,39415.156,20767.847,0.47133556070958177,2.388305091554261
10124,RGR,271.395,398.817,15.796,117.659,387.765,48.215,58.824,544.425,16.476,0.0,-5.867,-5.867,10.609,Connecticut,0.1803515571875425,-0.09973820209438325,-0.014711007805585017,RGR,28495,CEO,0.0,0.0,0.0,96.203,793.75,1937.6,5437.6,3380.797,3380.797,3380.797,0.5731192970178334,0.0
10195,SUP,459.929,1030.571,41.16,201.606,1171.544,-92.887,-116.798,1385.283,2.575,1.903,0.0,-26.521,-23.946,Michigan,0.2050206339149643,-0.0,0.0,SUP,64151,CEO,1500.0,0.0,0.0,21.463,850.0,2769.356,1236.74,3063.151,3063.151,5832.507,0.9040873270694133,0.0
10221,SBOW,261.451,2734.462,1026.228,0.969,187.795,297.716,381.329,652.358,0.527,99.227,83.086,83.086,83.613,Texas,0.21926735181431256,0.2178853431026751,0.03038477038627708,SBOW,59979,CEO,1132.8,0.0,0.0,24.271,613.75,2827.5,1732.383,5571.721,5571.721,5571.721,0.5074733641544507,0.0
10247,SYY,10608.364,22821.145,793.325,757.968,61596.149,1770.124,2285.355,76324.675,515.231,302.904,-16.434,-16.434,515.231,Texas,0.2254490002647291,-0.007191005336151276,-0.000720121624046471,SYY,64732,CEO,0.0,1735.617,1209.306,206.303,1296.438,7775.318,13981.357,12119.537,10555.169,14341.02,0.6415523959372376,0.14320819351432318
10353,TISI,322.101,565.744,10.43,35.427,636.906,-75.722,-71.144,862.615,3.303,5.742,0.906,1.275,4.578,Texas,-0.06434836388170471,-0.012734735184976947,0.0016014310359455867,TISI,69262,CEO,325.0,0.0,0.0,19.202,608.461,2306.105,558.188,1300.663,1300.663,3606.768,1.7730226815093533,0.0
10405,ATI,2737.7,4985.1,200.7,743.9,3223.1,410.8,295.2,4173.7,11.3,4.7,-138.2,-139.5,-128.2,Texas,-0.4342818428184282,-0.4681571815718157,-0.027722613387895927,ATI,54679,CEO,0.0,0.0,0.0,272.477,973.077,4774.796,13119.55,7653.295,7653.295,7670.554,0.6238876196461786,0.0
10407,TFX,1407.406,7532.546,91.442,222.848,1085.34,357.572,434.012,2977.689,90.391,456.08,-13.046,-13.951,76.44,Pennsylvania,0.17612416246555393,-0.030059076707556472,-0.0017319509233664153,TFX,47120,CEO,132.519,5439.894,521.103,307.988,1060.15,2835.227,4250.997,9039.947,10903.88,9039.947,0.3136331440881235,0.6017617138684552
10411,TDS,1660.0,13921.0,1211.0,270.0,2334.0,-500.0,-477.0,5160.0,2.0,975.0,8.0,8.0,10.0,Illinois,-0.020964360587002098,-0.016771488469601678,0.0005746713598161052,TDS,4008,CEO,635.8,0.0,0.0,28.097,1352.7,7654.987,24221.111,9671.584,9671.584,9677.516,0.7914925828075318,0.0
10441,TNC,569.1,1113.4,24.0,117.1,664.0,109.5,123.8,1243.6,41.2,5.0,-26.9,-26.9,14.3,Minnesota,0.11550888529886916,-0.21728594507269788,-0.024160229926351712,TNC,57275,CEO,0.0,87.366,941.999,158.329,873.75,2046.033,2298.62,5520.144,4925.478,5520.144,0.37064848308305,0.01582676104101632
10453,TER,2162.035,3486.824,159.642,819.725,1047.432,448.752,525.572,2676.298,114.462,0.183,-37.642,-37.642,76.82,Massachusetts,0.14616455975584694,-0.071621014818141,-0.010795497564545845,TER,59982,CEO,317.685,0.0,135.04,14.328,850.0,7445.275,4343.947,10110.436,9360.412,10110.437,0.7363950476517531,0.0
10499,TXN,15122.0,32348.0,5071.0,8575.0,5262.0,6510.0,7418.0,17519.0,1207.0,63.0,-299.0,-299.0,908.0,Texas,0.12240496090590455,-0.040307360474521436,-0.009243229875108198,TXN,61060,CEO,2500.0,0.0,931.568,379.528,1099.583,6000.008,16726.729,16199.037,10199.036,16199.037,0.3703928819966273,0.0
10504,TPL,862.464,1156.398,15.028,730.549,130.785,405.645,517.561,622.895,110.517,42.365,1.399,1.399,111.916,Texas,0.21623731308966476,0.0027030630205908093,0.0012097910926860823,TPL,72489,CEO,0.0,0.0,0.0,34.2,850.0,3771.255,2701.469,6068.24,6068.24,6108.717,0.6214742660145282,0.0
10530,TMO,24589.0,98726.0,1479.0,8083.0,24132.0,5995.0,6239.0,42857.0,1584.0,1922.0,-1300.0,-1300.0,284.0,Massachusetts,0.04552011540310947,-0.2083667254367687,-0.01316775722707291,TMO,25371,CEO,0.0,47087.683,10589.903,730.24,1730.027,8357.021,13934.83,18976.669,60528.039,18976.669,0.4403839788742692,2.4813460676370545
10549,THO,2793.58,7260.83,208.194,441.232,9416.131,374.271,499.353,11121.605,162.896,75.668,-34.477,-37.783,125.113,Indiana,0.2505502119742947,-0.06904334208465754,-0.0047483552155883,THO,46465,CEO,0.0,0.0,0.0,0.0,750.0,5621.179,10628.776,10567.489,10567.489,10567.489,0.5319313793465978,0.0
10567,SIX,252.766,2711.474,171.814,77.585,733.349,38.999,108.79,1425.903,20.97,189.7,1.32,1.32,22.29,Texas,0.2048901553451604,0.012133468149646108,0.0004868200838363193,SIX,67431,CEO,2325.0,0.0,0.0,25.309,1550.0,1500.0,15268.604,5400.309,5400.309,5400.309,0.2777618836255481,0.0
10581,TKR,2634.9,6541.7,187.8,450.9,3118.2,394.1,530.5,4769.0,134.1,186.5,-11.6,-11.6,122.5,Ohio,0.23091423185673893,-0.02186616399622997,-0.0017732393720286776,TKR,46769,CEO,0.0,10786.837,0.0,534.447,1145.38,5982.334,2916.499,7126.209,17913.046,10778.409,0.8394833774872447,1.5136851866118437
10609,TR,340.651,1084.391,26.796,171.797,494.282,91.912,119.894,769.365,29.223,45.477,-0.913,-1.215,28.008,Illinois,0.2336063522778454,-0.007615059969639849,-0.0008419472312108824,TR,20780,CEO,4161.0,0.0,0.0,2129.683,999.0,0.0,0.0,7289.683,7289.683,7289.683,0.0,0.0
10618,TTC,1798.8,3644.3,149.5,193.1,2855.0,329.7,400.5,4553.2,118.7,0.4,-47.9,-47.9,70.8,Minnesota,0.17677902621722846,-0.11960049937578027,-0.013143813626759596,TTC,54185,CEO,0.0,955.838,0.0,178.847,1129.958,3599.694,0.0,5426.117,2689.903,9025.811,0.6634014710703805,0.17615506632090683
