ticker,gvkey,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
PK,27394,62547,CEO,0.0,0.0,0.0,0.96,1000.0,7389.52,2750.742,3441.694,3441.694,10831.214,2.147058977352432,0.0
SMPL,27576,71100,CEO,700.0,0.0,0.0,0.693,281.25,738.8,689.2,4334.743,1976.743,4334.743,0.17043686326963325,0.0
AA,27638,66910,CEO,0.0,0.0,0.0,2823.801,1196.103,8759.831,17363.528,5381.668,5381.668,14554.32,1.62771672277071,0.0
KNSL,27652,63014,CEO,2500.0,4192.873,0.0,23.102,900.0,1799.975,4196.423,5223.077,9415.95,5223.077,0.3446196561911685,0.802759178162604
BFXXQ,27760,63827,CEO,300.0,0.0,0.0,5.407,625.0,29.75,0.661,930.407,930.407,1442.259,0.031975253840523556,0.0
YETI,27653,63821,CEO,0.0,0.0,0.0,13.399,1025.0,7680.891,3425.402,2396.012,2396.012,10076.903,3.2056980515957347,0.0
FHB,27665,64848,CEO,638.366,0.0,0.0,253.25,1032.954,2299.977,2556.617,4224.547,4224.547,5366.855,0.5444316278171364,0.0
PTGX,27670,72786,CEO,0.0,0.0,5124.653,10.912,655.2,0.0,1050.974,1026.472,1026.472,7067.572,0.0,0.0
INSW,27706,73101,CEO,0.0,0.0,451.734,266.375,748.973,2028.776,5157.204,4275.366,4275.366,4275.366,0.47452685922094157,0.0
SITC,27780,57930,CEO,0.0,0.0,0.0,40.607,900.0,3550.043,6102.328,6740.65,6740.65,6740.65,0.526661820447583,0.0
EXE,27786,44180,CEO,0.0,0.0,0.0,31.48,903.654,5149.927,2537.943,7404.561,7404.561,7404.561,0.6955074041526567,0.0
WOLF,27794,60585,CEO,0.0,0.0,0.0,10.601,875.0,11285.988,4986.538,12477.838,12477.838,12477.839,0.9044826515619132,0.0
DFIN,27803,53689,CEO,0.0,0.0,0.0,32.293,815.0,4711.808,9883.649,6755.277,6755.277,6755.277,0.6975003393643221,0.0
LIVN,27810,72323,CEO,0.0,0.0,0.0,54.722,697.5,1249.961,0.0,3060.725,3060.725,3060.725,0.4083872285161196,0.0
AORT,27823,50742,CEO,0.0,194.615,1280.649,46.868,775.869,801.938,4931.806,2374.475,2569.09,3176.413,0.3377327619789638,0.08196127565040694
UEIC,27828,35175,CEO,0.0,0.0,0.0,28.775,830.0,1399.965,663.516,3658.735,2258.74,3658.735,0.38263634835537413,0.0
AMR,27841,71103,CEO,70.032,0.0,0.0,37.42,840.385,3172.948,5274.535,5973.246,5973.246,6053.361,0.5311932574014195,0.0
FBK,27871,64866,CEO,0.0,0.0,0.0,62.714,711.058,1830.028,6258.522,1920.069,1920.069,2960.086,0.9531053311104966,0.0
ELS,27875,70687,CEO,0.0,0.0,0.0,13.2,641.568,1846.322,562.698,4260.466,4260.466,4260.466,0.4333615149140962,0.0
ELF,27907,65062,CEO,0.0,44020.457,0.0,9.5,475.0,6999.892,30774.751,8434.392,52454.849,8434.392,0.829922536206522,5.219161855412933
HUM,27914,45547,CEO,0.0,0.0,823.53,465.784,1469.893,10898.833,0.0,5428.551,1935.677,16327.384,2.007687318402277,0.0
INTU,27928,35937,CEO,0.0,0.0,6161.443,10.0,1100.0,17840.333,40209.898,27305.429,20930.333,27305.429,0.6533621207709279,0.0
SCVL,27938,62138,CEO,0.0,0.0,0.0,326.052,1000.0,2124.843,2704.527,3450.895,3450.895,3450.895,0.6157367871233405,0.0
ALG,27960,53444,CEO,0.0,120.125,0.0,49.723,832.308,2180.71,2290.44,2261.731,2381.856,4789.39,0.9641774375467285,0.053111974854657774
MCHP,27965,27967,CEO,21.329,0.0,0.0,13.105,680.723,8229.378,6631.182,2466.689,2466.689,9866.411,3.3362041181519038,0.0
FLGT,28012,64870,CEO,1309.167,0.0,0.0,0.0,1000.0,3000.0,3824.388,5309.167,5309.167,5309.167,0.5650603945967417,0.0
BANF,28022,64873,CEO,166.625,0.0,2991.95,32.48,666.5,0.0,0.0,865.605,865.605,921.902,0.0,0.0
CB,28034,25381,CEO,9000.0,0.0,3065.803,1461.311,1550.0,15650.006,952.59,45011.334,45011.334,27661.317,0.3476903395042679,0.0
FBRT,28069,67171,CEO,0.0,0.0,0.0,0.0,0.0,1039.506,1717.539,1039.506,1039.506,1039.506,1.0,0.0
ASIX,28070,53691,CEO,0.0,0.0,18.133,68.015,1012.846,2457.416,1963.219,4664.564,3864.58,4718.496,0.526826515832991,0.0
FOSL,28118,17767,CEO,0.0,0.0,0.0,0.0,1057.692,0.0,0.0,1450.942,1450.942,1450.942,0.0,0.0
SANM,28139,8663,CEO,0.0,7717.0,0.0,42.164,1245.192,12058.0,0.0,14945.356,22662.356,14945.356,0.8068058064324464,0.5163476868667431
ATR,28176,59303,CEO,168.0,0.0,0.0,59.676,1118.5,4974.288,5812.86,4394.761,4394.761,8915.129,1.1318676942841712,0.0
ORLY,28180,52201,CEO,1475.0,8854.979,4924.914,46.811,1467.308,0.0,0.0,5603.352,14458.331,5603.352,0.0,1.580300327375471
RCL,28191,49914,CEO,0.0,0.0,0.0,189.253,1246.986,11500.037,15545.016,17216.277,17216.277,17216.276,0.6679746730376144,0.0
HWM,28192,64644,CEO,0.0,0.0,0.0,144.588,1600.0,0.0,27060.0,7344.588,7344.588,7344.588,0.0,0.0
AVNT,28194,37306,CEO,0.0,0.0,0.0,118.752,1170.0,2006.978,8147.803,8827.721,8827.721,8827.721,0.2273495050421281,0.0
JBL,28195,61273,CEO,0.0,0.0,0.0,122.258,990.769,6219.514,5038.484,4018.457,4018.457,10237.971,1.5477368552158204,0.0
ANIK,28209,65976,CEO,583.16,0.0,0.0,26.196,726.0,1614.708,3605.615,4459.8,2950.064,4459.8,0.3620583882685322,0.0
FTK,28347,67982,CEO,865.0,0.0,0.0,8.194,494.712,45.835,156.062,1367.906,1367.906,1575.345,0.0335074193694596,0.0
RGA,28216,52801,CEO,0.0,0.0,1750.079,343.72,1098.654,7350.004,0.0,12574.952,12574.952,13534.431,0.5844955909175638,0.0
TWI,28295,43895,CEO,1150.0,0.0,0.0,62.083,956.333,1036.8,5890.099,3205.216,3205.216,3205.216,0.3234727394347214,0.0
CDW,28320,44868,CEO,0.0,9220.097,0.0,20.377,1000.0,4000.02,0.0,5020.356,10240.474,9020.376,0.7967602297526312,1.8365424683030447
HR,28322,45557,CEO,0.0,0.0,0.0,0.0,850.0,4380.592,8688.004,1899.034,1899.034,6279.626,2.3067475358524385,0.0
AKR,28323,29665,CEO,0.0,0.0,0.0,10.188,850.0,3359.692,9847.013,8026.244,8026.244,6123.062,0.41858832101291715,0.0
RIG,28338,52205,CEO,0.0,0.0,0.0,313.105,1150.0,8308.561,10881.259,11355.216,11355.216,11355.216,0.7316955485479095,0.0
SKT,28340,65981,CEO,0.0,0.0,0.0,272.857,850.0,3500.027,7028.96,6100.202,6100.202,6100.202,0.5737559182466416,0.0
ALL,28349,9387,CEO,0.0,25369.803,6045.125,156.284,1385.0,7883.165,2666.619,16487.957,36871.752,16487.957,0.4781165428803581,1.5386868730916754
OFIX,28380,72331,CEO,0.0,0.0,0.0,12.262,598.731,2936.764,0.0,6484.267,3547.757,6484.267,0.4529060879201921,0.0
PZZA,28397,63377,CEO,0.0,0.0,0.0,17.03,1019.231,4999.865,3130.69,6780.127,6780.127,6780.126,0.7374294021336177,0.0
THRM,28408,59330,CEO,0.0,0.0,0.0,351.397,959.5,4694.643,1845.795,7572.491,7572.491,7572.491,0.6199601953967327,0.0
BL,28420,71946,CEO,0.0,0.0,0.0,13.2,398.655,6258.431,5817.722,5276.477,5276.477,6841.068,1.1861003089750983,0.0
BCO,28590,67591,CEO,0.0,0.0,0.0,309.36,941.667,4799.958,0.0,2424.087,2424.087,7224.045,1.9801096247783185,0.0
CPT,28629,34445,CEO,0.0,0.0,0.0,3.0,721.0,4033.131,0.0,2878.173,2878.173,6911.304,1.4012816463777542,0.0
IIPR,28670,61281,CEO,1524.6,0.0,0.0,9.9,1016.4,2500.122,3275.44,2550.9,2550.9,5051.022,0.9800940844407855,0.0
MCRI,28704,33260,CEO,150.0,0.0,0.0,6.769,750.0,0.0,0.0,3209.187,906.769,3209.187,0.0,0.0
EQR,28733,34600,CEO,0.0,0.0,0.0,15.438,900.0,6654.19,3859.746,11361.059,8402.574,11361.059,0.5857015617998287,0.0
BWA,28742,48562,CEO,0.0,0.0,0.0,1045.959,1387.5,13223.536,8528.285,19308.195,19308.195,19308.195,0.6848665035752953,0.0
SPTN,28762,65990,CEO,0.0,0.0,0.0,203.574,980.769,4173.604,2930.508,9977.49,9977.49,9977.49,0.4183019977970412,0.0
BFS,28769,43139,CEO,25.0,0.0,0.0,58.083,125.0,0.0,0.0,208.083,208.083,302.294,0.0,0.0
PFGC,28787,53696,CEO,0.0,0.0,0.0,59.782,1167.308,6000.052,6556.039,3487.491,3487.491,9487.543,1.7204494577907155,0.0
LW,28790,55714,CEO,0.0,0.0,1172.049,377.099,1100.0,5558.678,9695.343,7035.777,7035.777,7037.026,0.7900588662773138,0.0
ARWR,28806,62569,CEO,0.0,5264.484,0.0,1.515,902.522,8314.056,4520.905,14083.77,19348.254,9918.093,0.5903288679096578,0.3737979248454072
CASH,28866,63024,CEO,0.0,0.0,0.0,136.318,700.0,2100.013,432.186,3884.131,3884.131,3884.131,0.5406648230968523,0.0
KDP,28877,64253,CEO,0.0,0.0,0.0,29.354,1500.0,4335.741,30269.654,7620.095,7620.095,7620.095,0.5689877882099895,0.0
MAR,28930,45567,CEO,0.0,5520.192,5031.011,981.361,1400.001,10932.55,22449.48,22664.045,24434.109,22664.045,0.4823741746012241,0.24356605363252679
BDC,28940,65993,CEO,0.0,1341.788,321.519,369.39,847.102,9767.895,0.0,9489.29,9880.732,12758.233,1.0293599415762402,0.14140025228441747
VREX,29004,54363,CEO,0.0,0.0,0.0,23.946,766.462,1624.992,0.0,2895.906,1270.908,4520.898,0.5611342357106895,0.0
BYD,29011,26600,CEO,0.0,0.0,0.0,26.159,1550.0,6666.287,10379.297,11410.646,11410.646,11410.646,0.5842164413828981,0.0
DECK,29015,49349,CEO,0.0,21505.228,0.0,18.765,1276.923,8499.746,12351.214,14258.412,35763.64,14258.412,0.596121503572768,1.5082484641347156
COST,29028,64887,CEO,0.0,0.0,0.0,52.658,937.5,7151.883,7967.276,1300.959,1300.959,8452.842,5.497393076953232,0.0
LXP,29052,26286,CEO,0.0,0.0,0.0,16.5,825.0,3474.977,2014.683,5327.669,5327.669,5380.014,0.6522509187413857,0.0
CBL,29082,55319,CEO,346.726,0.0,0.0,334.402,719.442,2353.752,4339.312,2430.239,2430.239,4783.991,0.9685269638089093,0.0
REG,29099,48564,CEO,0.0,0.0,0.0,20.217,1000.0,5536.318,3042.336,8199.035,8199.035,9269.035,0.6752401959498893,0.0
FFIN,29101,35747,CEO,0.0,324.8,0.0,22.35,1171.875,0.0,1533.664,1194.225,1519.025,1239.808,0.0,0.27197554899621096
PTEN,29108,47275,CEO,0.0,0.0,0.0,13.2,1000.0,5930.679,5177.164,8284.008,8284.008,8284.008,0.715919033395429,0.0
INCY,29127,50766,CEO,0.0,0.0,93.28,53.187,1291.929,9334.654,11004.7,16659.526,12234.473,16659.526,0.560319303202264,0.0
ROCK,29131,63851,CEO,0.0,0.0,0.0,23.439,845.481,2974.951,11202.839,6211.719,6211.719,5528.619,0.47892555989734886,0.0
ITRI,29133,53703,CEO,0.0,0.0,0.0,14.85,875.0,3746.266,0.0,5116.321,5116.321,6167.366,0.7322187173166032,0.0
URBN,29150,36131,CEO,5.0,0.0,0.0,28.839,0.001,0.0,0.0,1033.84,1033.84,1033.84,0.0,0.0
CARS,29155,55498,CEO,0.0,0.0,2131.941,43.848,750.0,5500.024,4209.519,7183.222,7183.222,7183.222,0.7656764610644082,0.0
UFPI,29156,27078,CEO,0.0,0.0,0.0,55.094,859.992,5795.703,10135.652,2658.832,2658.832,8454.535,2.179792856412139,0.0
ICHR,29191,62150,CEO,0.0,0.0,1.889,11.25,640.0,4721.589,67.697,3267.54,3267.54,5667.554,1.4449980719440312,0.0
FWRD,29206,61818,CEO,0.0,0.0,0.0,26.241,902.0,2543.333,1271.231,4866.321,3594.654,4866.321,0.5226397929770765,0.0
VIAV,29241,53707,CEO,0.0,0.0,0.0,5.0,895.192,8078.473,0.0,5264.864,5264.864,8978.665,1.534412474852152,0.0
FLG,29282,24201,CEO,0.0,0.0,0.0,375.395,1275.0,3187.506,9498.759,4837.901,4837.901,4837.901,0.6588613533017728,0.0
SHOO,29382,42811,CEO,0.0,0.0,0.0,27.9,1125.212,2999.991,14755.902,2033.112,2033.112,5033.103,1.4755660288267443,0.0
SPG,29389,25360,CEO,4000.0,0.0,0.0,314.048,1250.0,10000.259,13648.223,5564.048,5564.048,15564.307,1.7972991965561764,0.0
EMN,29392,34163,CEO,0.0,0.0,682.426,415.273,1360.81,11208.31,0.0,17054.38,14581.443,17597.89,0.6572100539568134,0.0
UFPT,29449,70341,CEO,0.0,0.0,480.067,130.107,680.0,2761.0,7215.53,4931.107,4931.107,4931.107,0.5599148426509504,0.0
MED,29517,54898,CEO,0.0,0.0,0.0,111.807,1000.0,4604.755,1634.253,7039.062,7039.062,7039.062,0.6541716779877774,0.0
HAIN,29609,70708,CEO,960.0,0.0,0.0,25.547,462.5,3066.503,1639.648,4765.456,4765.456,4765.456,0.6434857440715013,0.0
STCN,29621,53709,CEO,0.0,0.0,0.0,124.0,0.0,100.671,89.751,124.0,124.0,224.671,0.8118629032258065,0.0
MAA,29649,31525,CEO,0.5,0.0,0.0,318.174,914.723,4728.342,5726.248,8015.765,8015.765,8015.765,0.5898803171001146,0.0
DAKT,29705,36200,CEO,0.0,0.0,218.022,9.9,506.792,24.241,123.195,977.038,932.038,980.516,0.024810703370800317,0.0
MLM,29733,34799,CEO,0.0,0.0,0.0,37.422,1285.0,8580.337,10623.79,5547.708,5547.708,18488.885,1.5466453894112668,0.0
AMED,30612,72341,CEO,0.0,172.151,342.504,260.668,692.308,13519.582,2729.553,16726.179,15644.709,16726.179,0.8082887310963252,0.010292308841128629
TSCO,29736,66007,CEO,0.0,0.0,1609.799,41.434,1298.077,6374.641,13156.503,11374.666,9249.699,11374.666,0.5604244555400572,0.0
ALB,29751,58027,CEO,0.0,0.0,0.0,483.585,1334.038,8232.532,1510.394,8650.34,8650.34,14472.114,0.9517003955913871,0.0
BZH,29755,35249,CEO,0.0,0.0,76.45,109.9,1028.846,1996.601,3505.086,6703.47,6703.47,6703.471,0.2978458917545689,0.0
IVZ,29804,63858,CEO,0.0,0.0,0.0,115.6,625.0,8323.081,7537.614,10524.617,10524.617,11864.931,0.7908203215375913,0.0
WRK,29830,66917,CEO,0.0,0.0,0.0,280.75,1300.5,9544.333,7474.288,12615.612,12615.612,12615.612,0.7565493453666775,0.0
MAC,29868,29726,CEO,2890.0,0.0,0.0,85.726,850.0,5999.983,0.0,3825.726,3825.726,9825.709,1.5683253322375936,0.0
ZEUS,29870,36347,CEO,0.0,0.0,0.0,242.284,735.0,738.76,4990.627,2645.154,2645.154,2645.154,0.27928808681838563,0.0
AVB,29875,67607,CEO,0.0,0.0,94.585,31.281,1000.0,6029.666,8952.673,9479.688,9101.548,9479.687,0.6360616509741671,0.0
HCC,30397,62595,CEO,0.0,0.0,0.0,322.142,829.492,3753.49,0.0,3977.807,3977.807,6667.795,0.9436078723779208,0.0
CPRT,29901,53713,CEO,0.0,0.0,112458.578,9.0,900.0,0.0,6900.003,2009.0,2009.0,2009.0,0.0,0.0
SCSC,29910,36414,CEO,0.0,0.0,310.683,306.573,875.0,3229.036,2866.728,5657.484,5657.484,5657.484,0.5707547736767793,0.0
MPAA,29930,51806,CEO,0.1,0.0,0.0,50.132,828.256,588.269,257.738,2526.062,2212.187,2526.062,0.2328798738906646,0.0
PLD,29984,45583,CEO,1912.5,0.0,0.0,12.0,0.001,48967.096,190100.064,50891.597,50891.597,50891.597,0.9621843071656799,0.0
INVH,30004,68435,CEO,0.0,0.0,0.0,11.385,990.385,7500.031,12495.209,2893.291,2893.291,10393.322,2.5922145404662027,0.0
EXP,30032,51278,CEO,0.0,5420.649,1011.87,108.736,1040.0,4800.0,2989.794,3256.077,8676.726,8056.077,1.4741666121532138,1.664779119167022
AEO,30059,17998,CEO,0.0,0.0,3800.945,315.33,1817.308,5810.002,4315.369,16793.219,14303.217,16793.219,0.3459730978319285,0.0
ADC,30067,47958,CEO,0.0,0.0,0.0,55.277,895.481,4212.33,6806.658,8226.103,8226.103,8226.103,0.5120687158913523,0.0
HLNE,30076,72798,CEO,0.0,0.0,0.0,26.295,350.0,0.0,0.0,376.295,376.295,376.295,0.0,0.0
IR,30098,54375,CEO,0.0,0.0,8410.223,175.945,1133.0,6315.82,6836.391,15523.751,11056.766,15523.75,0.40684883440864256,0.0
NKTR,30137,51446,CEO,0.0,0.0,84.5,93.465,1084.59,0.0,160.483,3135.576,2671.996,3135.576,0.0,0.0
PUMP,30145,67174,CEO,0.0,0.0,0.0,41.414,800.0,4210.746,2246.896,5787.96,5787.96,5787.96,0.7275008811394689,0.0
FLEX,30170,73132,CEO,0.0,0.0,0.0,479.25,1325.0,11382.142,43874.13,9861.921,9861.921,15111.097,1.1541505960147116,0.0
ABCB,30222,64262,CEO,0.0,0.0,0.0,98.204,918.333,2629.751,2131.973,5088.214,5088.214,5088.214,0.5168318392268879,0.0
PENN,30259,54920,CEO,0.0,2445.285,0.0,423.826,1800.0,3388.48,6277.299,15542.305,12422.591,15542.305,0.21801656832754215,0.15733091069825228
SSD,30260,67611,CEO,0.0,0.0,0.0,33.0,800.0,2823.117,2421.097,5139.549,5139.549,5139.549,0.5492927492276074,0.0
LBRT,30284,70713,CEO,300.0,0.0,0.0,20.8,638.231,3590.569,4631.523,5628.099,5628.099,5628.1,0.6379718977935533,0.0
ESS,30293,52817,CEO,0.0,0.0,535.704,47.823,862.5,0.0,0.0,3076.648,3076.648,3076.648,0.0,0.0
HIW,30298,47298,CEO,0.0,0.0,0.0,191.462,755.769,2540.103,2011.549,4702.879,4702.879,4702.879,0.5401165966634481,0.0
FR,30384,54924,CEO,0.0,0.0,0.0,31.037,836.0,3714.199,2022.107,3802.145,3802.145,6413.736,0.9768693724200419,0.0
FDP,30443,63865,CEO,0.0,0.0,0.0,48.142,1200.046,2433.301,5210.887,4449.49,4449.49,4449.489,0.5468718886883666,0.0
GBX,30463,53946,CEO,0.0,0.0,0.0,184.821,900.0,2819.19,2410.513,5639.481,5639.481,5639.481,0.49990238463433073,0.0
MATW,30477,33890,CEO,0.0,0.0,0.0,36.122,1037.838,4152.75,6527.153,6397.196,6397.196,6473.964,0.6491515970434547,0.0
AIV,30490,66020,CEO,0.0,0.0,0.0,13.2,625.0,2500.003,6.092,1573.838,1573.838,4073.841,1.5884754339391984,0.0
GEO,30536,67176,CEO,0.0,0.0,0.0,45.461,1004.25,1101.13,4448.119,3137.763,3137.763,3137.763,0.35092835246001697,0.0
ADTN,30576,17227,CEO,0.0,0.0,0.0,5.669,865.676,8632.599,203.244,4095.112,4095.112,10467.712,2.108025128494654,0.0
VRE,30637,67998,CEO,0.0,0.0,0.0,26.21,800.0,4000.0,4022.208,7064.21,7064.21,7064.21,0.5662345824940085,0.0
DAR,30651,36201,CEO,0.0,3495.317,0.0,97.504,1260.0,6159.169,3268.158,6970.695,10466.012,9332.669,0.883580331659899,0.5014302017230706
SIRI,30662,60132,CEO,5250.0,0.0,0.0,164.546,1750.001,0.0,0.0,7164.547,7164.547,7164.547,0.0,0.0
RS,30671,27548,CEO,0.0,0.0,0.0,659.476,1225.0,7200.503,2713.176,5634.476,5634.476,14319.273,1.2779365818578339,0.0
O,30822,48572,CEO,0.0,0.0,0.0,674.908,1000.0,7398.815,10939.135,11353.31,11353.31,13128.81,0.651687921848342,0.0
SSYS,30847,65406,CEO,398.72,0.0,0.0,252.904,569.6,1909.004,0.0,1221.224,1221.224,3130.228,1.563189062776362,0.0
KNX,30861,33213,CEO,0.0,0.0,0.0,18.985,868.077,3570.388,6112.111,887.062,887.062,4457.45,4.024958796566644,0.0
AZPN,30870,38410,CEO,0.0,22763.509,1081.109,10.167,750.0,0.0,8969.817,1402.317,24165.826,1402.317,0.0,16.2327840281477
FTI,30923,60137,CEO,0.0,0.0,0.0,341.926,1328.7,12436.674,11935.668,7754.898,7754.898,17062.495,1.6037185788903994,0.0
NWBI,30932,63396,CEO,258.331,0.0,0.0,32.835,816.615,511.417,451.314,1313.781,1313.781,1932.721,0.38927111900689687,0.0
COF,30990,14064,CEO,5000.0,4210.625,0.0,120.06,0.0,23458.681,6043.846,7620.092,11830.717,28589.573,3.0785298917650863,0.5525687878834009
AM,31109,62618,CEO,0.0,0.0,0.0,5.049,364.65,9999.984,18554.537,11315.877,11315.877,11315.877,0.8837126808642406,0.0
KREF,31251,63035,CEO,0.0,0.0,0.0,0.0,0.0,1027.088,2321.428,0.0,0.0,1027.088,inf,
MGY,31252,71497,CEO,0.0,0.0,0.0,26.4,722.615,3692.755,6635.178,5457.37,5457.37,5457.37,0.6766546889802231,0.0
HAFC,31368,48990,CEO,0.0,306.354,0.0,80.517,762.5,715.01,523.334,2073.765,2380.119,2073.765,0.34478834390589097,0.14772840702779727
NSIT,31453,66031,CEO,0.0,0.0,0.0,17.07,925.0,8218.464,8067.106,3675.259,3675.259,10693.722,2.236159138716482,0.0
UPBD,31460,36117,CEO,0.0,0.0,278.282,49.995,1100.0,6502.656,0.0,9791.051,9791.051,9791.051,0.6641427973360572,0.0
AZTA,31477,43149,CEO,0.0,0.0,0.0,14.85,750.0,4500.037,1203.757,5554.462,5554.462,5554.462,0.8101661331016398,0.0
PENG,31494,66930,CEO,0.0,4662.969,1798.133,29.411,750.0,2284.931,1134.956,3214.342,7877.311,3214.342,0.7108549743617822,1.4506760637169287
SNEX,31521,51637,CEO,0.0,0.0,12045.6,44.292,600.0,1692.96,3307.385,6518.006,6518.006,6518.006,0.25973587627872696,0.0
ACIW,31564,70067,CEO,325.0,0.0,0.0,6.088,2062.5,2308.22,1883.92,5231.678,5231.678,5231.678,0.4412007008076567,0.0
DLTR,31587,70068,CEO,0.0,0.0,0.0,67.373,1350.0,0.0,0.0,3360.766,3360.766,3360.766,0.0,0.0
COR,31673,24915,CEO,0.0,13785.306,4133.067,379.516,1400.0,12500.174,12046.472,17511.24,31296.546,17511.24,0.7138371697264158,0.7872261473202354
BHF,31774,58090,CEO,0.0,0.0,0.0,326.031,1000.0,5999.954,8292.193,10005.985,10005.985,10005.985,0.5996365175442497,0.0
HLIT,31843,24272,CEO,0.0,0.0,0.0,17.69,697.455,3994.583,3060.436,5100.604,5100.604,5100.604,0.783158818053705,0.0
DRI,31846,53715,CEO,0.0,2563.709,1804.059,471.172,1082.692,6807.95,3799.962,12004.427,12679.485,12004.427,0.5671199466663424,0.21356362948435606
RMD,31887,47964,CEO,0.0,11200.148,0.0,230.191,1128.211,8249.986,4839.557,13868.641,22318.8,13868.641,0.5948662165240272,0.807587996545588
AGTI,31954,68760,CEO,0.0,0.796,0.0,339.132,733.87,1886.943,0.0,6024.784,1073.798,6024.784,0.31319678846577736,0.00013212091918980001
SAFE,31958,66040,CEO,0.0,0.0,0.0,13.812,600.0,7791.612,39722.923,5613.812,5613.812,8405.424,1.3879360406084138,0.0
GPMT,31994,60596,CEO,0.0,0.0,0.0,12.9,1000.0,2249.997,0.0,1799.823,1799.823,4049.82,1.2501212619240891,0.0
BKR,32106,60148,CEO,0.0,0.0,0.0,686.207,1589.23,12083.545,8804.563,20687.829,20687.829,21680.736,0.5840895629986114,0.0
JBGS,32154,60153,CEO,1125.0,0.0,0.0,9.9,750.0,5999.983,0.0,1884.9,1884.9,7884.883,3.183183723274444,0.0
KRYS,32348,72516,CEO,487.5,0.0,5758.827,102.8,733.333,2047.75,0.0,4176.144,1323.633,6223.894,0.4903446816010176,0.0
CNR,32372,56231,CEO,1000.0,0.0,0.0,35.235,1000.0,3000.0,8132.978,10047.544,10047.544,13194.665,0.29858042920737643,0.0
ALTR,32530,72529,CEO,0.0,0.0,2701.44,186.612,860.0,2477.22,5827.388,7318.992,4133.832,7318.992,0.3384646410325356,0.0
CARG,32541,70356,CEO,0.0,0.0,0.0,28.78,565.0,2564.246,5295.291,3753.213,3753.213,3753.213,0.683213555958588,0.0
EYE,32574,68228,CEO,0.0,0.0,0.0,38.531,1000.0,6000.007,3514.608,8617.437,8617.437,8617.438,0.6962635177953723,0.0
VICI,32580,68238,CEO,0.0,0.0,0.0,27.678,1000.0,6250.0,4911.369,5027.678,5027.678,11277.678,1.2431185927181494,0.0
ILPT,32751,63870,CEO,0.0,0.0,0.0,0.534,0.0,54.45,91.65,54.984,54.984,54.984,0.9902880838061981,0.0
EQH,32767,71125,CEO,0.0,1589.723,0.0,120.48,1249.82,10600.037,11342.445,15464.617,17054.34,15833.102,0.6854380551422644,0.1027974375311073
ASTH,32809,66479,CEO,1087.5,0.0,0.0,11.499,712.308,12499.943,26261.849,14311.25,14311.25,14311.25,0.8734347453926107,0.0
GTES,32886,72811,CEO,0.0,0.0,0.0,267.927,1134.129,5705.428,9397.086,9711.014,9711.014,9711.014,0.5875213443209948,0.0
WHD,32938,72538,CEO,0.0,0.0,0.0,29.593,442.308,1951.73,1980.302,1895.801,1895.801,2871.666,1.0295015141357136,0.0
STEP,33110,72544,CEO,1187.5,0.0,0.0,520.508,450.0,562.515,1848.151,2720.523,2720.523,2720.523,0.2067672282131046,0.0
RCUS,33133,67627,CEO,0.0,0.0,64.68,11.112,650.0,2327.514,2827.278,10120.945,3538.626,10120.945,0.22997002750237258,0.0
DBX,33152,70362,CEO,0.0,0.0,0.0,429.577,625.0,0.0,243701.314,1539.577,1539.577,1539.577,0.0,0.0
WH,33243,61835,CEO,0.0,0.0,2389.737,407.61,1143.719,6999.979,15799.36,10659.711,10659.711,10659.712,0.6566762457256112,0.0
DOCU,33301,72825,CEO,0.0,0.0,0.0,18.542,1000.0,20917.097,23912.5,22834.04,22834.04,22834.039,0.9160488901657351,0.0
CHX,33326,61318,CEO,0.0,63.8,0.0,36.914,913.154,5373.069,5621.465,4749.183,4812.983,7622.277,1.1313670161794145,0.013433889576375558
GSHD,33421,70719,CEO,0.0,4695.8,10127.76,16.11,2100.0,0.0,0.0,5630.11,6811.91,5630.11,0.0,0.8340511997101301
INSP,33435,72838,CEO,33.396,29784.681,92.988,0.0,690.0,2999.761,0.0,7490.775,34142.362,7490.775,0.4004606999943264,3.9761815032489967
SKY,33652,73152,CEO,0.0,0.0,0.0,13.53,750.0,4908.968,5048.829,5672.498,5672.498,5672.498,0.8653979252174263,0.0
EPRT,33684,62636,CEO,0.0,0.0,0.0,20.0,700.0,4858.0,7158.0,5854.0,5854.0,7302.0,0.8298599248377178,0.0
BJ,33718,63052,CEO,0.0,0.0,0.0,293.569,1350.005,7999.978,7076.424,2858.574,2858.574,10858.552,2.79859048602555,0.0
ARLO,33766,61322,CEO,0.0,0.0,0.0,18.634,790.0,6550.0,9290.504,9911.634,9911.634,9911.634,0.660839574988342,0.0
SONO,33767,67641,CEO,0.0,0.0,0.0,0.0,550.0,4568.856,0.0,4728.927,4728.927,5190.714,0.9661506722349489,0.0
CWK,33809,68769,CEO,0.0,0.0,0.0,8.25,870.192,2899.618,3195.018,4668.811,4668.811,4668.81,0.6210613366015459,0.0
FTDR,33951,69575,CEO,0.0,0.0,1247.928,11.55,825.0,2750.005,4852.294,7890.857,7890.857,7890.857,0.3485052384043964,0.0
CRK,34010,68775,CEO,2900.0,0.0,0.0,316.901,880.0,4517.889,3703.548,9916.144,9916.144,9916.144,0.4556094586766792,0.0
