ticker,gvkey,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
AN,9063,67095,CEO,0.0,0.0,0.0,112.738,1300.0,8315.079,7998.887,13588.817,13588.817,13588.817,0.6119060253736583,0.0
ROK,9203,48142,CEO,0.0,4743.201,458.799,39.923,1198.817,7000.325,3300.941,14245.851,15989.039,16765.02,0.4913939504210734,0.33295315246523355
ROG,9216,68707,CEO,0.0,0.0,0.0,114.269,770.0,5972.6,109.222,2788.971,2788.971,7019.878,2.1415066703812986,0.0
ROL,9225,65278,CEO,0.0,0.0,0.0,3958.889,1000.0,0.0,5391.28,10661.914,10661.914,6743.889,0.0,0.0
ROST,9248,30933,CEO,0.0,0.0,0.0,149.224,1445.625,10700.095,46928.762,13994.931,13994.931,18094.944,0.7645693287090876,0.0
RGLD,9273,46106,CEO,0.0,0.0,0.0,47.506,865.0,2507.551,2390.532,1774.506,1774.506,4282.057,1.4130980678566316,0.0
R,9299,34242,CEO,0.0,2681.132,0.0,247.264,1030.001,6179.815,6120.042,9124.732,11805.864,9205.982,0.6772598910302242,0.2938313147169692
SEIC,9317,61668,CEO,0.0,606.35,933.025,18.43,750.0,1860.0,3813.0,2518.43,3124.78,5934.43,0.7385553698137332,0.24076507983148235
SJW,9324,68708,CEO,0.0,0.0,0.0,14.161,874.0,1709.66,870.07,3522.082,3522.082,4210.736,0.485411753616185,0.0
SFES,9355,65709,CEO,0.0,0.0,0.0,19.532,500.0,390.625,139.73,1143.282,1143.282,910.157,0.34166985922983134,0.0
SLB,9465,59969,CEO,0.0,0.0,0.0,174.845,1550.0,12000.045,10095.5,14227.028,14227.028,18249.585,0.843468150902634,0.0
SCHL,9466,68333,CEO,0.0,0.0,34.812,38.626,1000.0,999.965,1289.028,2038.591,2038.591,2038.591,0.4905177154220734,0.0
APPS,9551,66626,CEO,0.0,1152.0,0.0,29.631,650.0,4575.0,524.839,6779.631,6406.631,6779.631,0.674815487745572,0.1699207523241309
SEE,9555,58899,CEO,0.0,0.0,0.0,29.699,1329.82,13991.037,5450.793,15717.264,15717.264,15717.264,0.890170006688187,0.0
SMTC,9599,72284,CEO,0.0,0.0,0.0,0.0,365.0,6380.681,2121.676,6745.681,6745.681,6745.681,0.9458913043768301,0.0
SCI,9611,26088,CEO,0.0,23117.321,0.0,1118.573,1200.0,5155.621,0.0,6101.107,26925.808,11256.728,0.8450304182503274,3.789037137031034
SHEN,9664,62908,CEO,0.0,0.0,0.0,27.4,689.0,1863.158,1838.435,3418.824,3418.824,3418.824,0.5449704342779856,0.0
SHW,9667,21056,CEO,0.0,0.0,4228.164,517.767,1478.462,7829.325,5458.874,19281.779,14556.554,19281.779,0.40604785481671585,0.0
AOS,9771,50111,CEO,0.0,912.445,470.112,236.976,1076.5,3146.18,0.0,5610.476,6522.921,8756.656,0.5607688189023534,0.16263236844788215
SJM,9777,44430,CEO,23.8,0.0,0.0,215.867,1183.846,5188.571,1648.901,5178.998,3881.883,10367.569,1.001848427050947,0.0
SNA,9778,24970,CEO,0.0,19042.57,3964.563,321.272,1142.473,5532.076,5029.282,11013.372,28732.919,10574.757,0.5023053793152542,1.7290408423505537
KEY,9783,43777,CEO,0.0,0.0,0.0,151.129,1200.0,6299.986,5490.751,10241.112,9541.115,10268.718,0.6151662046074684,0.0
SON,9815,48474,CEO,0.0,0.0,0.0,469.222,1192.388,6876.983,5435.447,8538.593,8538.593,8538.593,0.805400023165409,0.0
EIX,9846,37018,CEO,0.0,0.0,1240.91,29.8,1396.538,6825.189,0.0,5550.757,5550.757,14881.111,1.229596071310634,0.0
AWR,9849,30871,CEO,300.0,0.0,0.0,29.524,924.519,1742.567,0.0,3439.223,3439.223,5324.271,0.5066746180750711,0.0
SO,9850,67421,CEO,0.0,0.0,0.0,110.057,1245.324,10009.683,0.0,14167.824,14167.824,23520.387,0.7065081412643184,0.0
LUV,9882,37298,CEO,0.0,0.0,0.0,405.79,700.0,4105.004,3491.967,9307.298,9307.298,9307.298,0.44105217217714526,0.0
SWX,9890,52573,CEO,0.0,0.0,0.0,30.561,874.796,2991.259,1850.351,3680.333,3680.333,7129.341,0.812768572843816,0.0
T,9899,34027,CEO,0.0,0.0,0.0,359.191,2400.0,16500.0,0.0,25703.216,25703.216,26450.157,0.6419430160023555,0.0
SWN,9904,45321,CEO,0.0,0.0,0.0,98.811,990.385,5777.729,10483.573,11122.947,11122.947,11145.515,0.5194422844952871,0.0
SHYF,9919,50600,CEO,0.0,0.0,0.0,70.862,777.775,2567.922,225.581,3755.905,3755.905,3755.905,0.6837025963116745,0.0
STAA,9969,71757,CEO,0.0,0.0,0.0,1.624,788.462,4499.989,2740.394,10220.581,5720.575,10220.581,0.4402870052103691,0.0
SMP,10000,48804,CEO,0.0,0.0,0.0,117.272,720.0,100.2,477.72,1056.278,1056.278,1156.478,0.09486139065662638,0.0
SXI,10008,49582,CEO,0.0,0.0,0.0,164.853,892.597,3405.266,14656.628,4394.449,4394.449,5098.597,0.7749016998490597,0.0
SWK,10016,37120,CEO,0.0,0.0,1159.646,306.442,1250.0,6937.461,5039.076,13877.644,11565.153,13877.644,0.4999019285982549,0.0
STT,10035,54677,CEO,0.0,0.0,0.0,136.786,1146.154,12149.906,15766.597,13449.164,13449.164,13449.164,0.9033948875930132,0.0
SCL,10056,50602,CEO,0.0,0.0,0.0,116.934,933.333,2275.829,879.41,3326.096,3326.096,4123.893,0.6842343095328578,0.0
STC,10086,64148,CEO,0.0,0.0,121.187,142.209,953.0,2144.19,2045.733,4162.926,4162.926,4162.926,0.5150680074543722,0.0
PSA,10096,54178,CEO,0.0,0.0,3441.949,18.2,900.0,3165.047,4575.0,6303.247,6303.247,8776.291,0.5021296166880339,0.0
SYK,10115,45326,CEO,0.0,33710.838,8069.493,532.651,1391.667,6652.884,0.0,14114.963,39415.156,20767.847,0.47133556070958177,2.388305091554261
NAVI,10121,71764,CEO,0.0,0.0,0.0,6.256,528.557,3797.694,2023.323,3004.633,3004.633,5062.34,1.2639460459896434,0.0
RGR,10124,28495,CEO,0.0,0.0,0.0,96.203,793.75,1937.6,5437.6,3380.797,3380.797,3380.797,0.5731192970178334,0.0
SUP,10195,64151,CEO,1500.0,0.0,0.0,21.463,850.0,2769.356,1236.74,3063.151,3063.151,5832.507,0.9040873270694133,0.0
SBOW,10221,59979,CEO,1132.8,0.0,0.0,24.271,613.75,2827.5,1732.383,5571.721,5571.721,5571.721,0.5074733641544507,0.0
SYY,10247,64732,CEO,0.0,1735.617,1209.306,206.303,1296.438,7775.318,13981.357,12119.537,10555.169,14341.02,0.6415523959372376,0.14320819351432318
TISI,10353,69262,CEO,325.0,0.0,0.0,19.202,608.461,2306.105,558.188,1300.663,1300.663,3606.768,1.7730226815093533,0.0
ATI,10405,54679,CEO,0.0,0.0,0.0,272.477,973.077,4774.796,13119.55,7653.295,7653.295,7670.554,0.6238876196461786,0.0
TFX,10407,47120,CEO,132.519,5439.894,521.103,307.988,1060.15,2835.227,4250.997,9039.947,10903.88,9039.947,0.3136331440881235,0.6017617138684552
TDS,10411,4008,CEO,635.8,0.0,0.0,28.097,1352.7,7654.987,24221.111,9671.584,9671.584,9677.516,0.7914925828075318,0.0
TNC,10441,57275,CEO,0.0,87.366,941.999,158.329,873.75,2046.033,2298.62,5520.144,4925.478,5520.144,0.37064848308305,0.01582676104101632
TER,10453,59982,CEO,317.685,0.0,135.04,14.328,850.0,7445.275,4343.947,10110.436,9360.412,10110.437,0.7363950476517531,0.0
TXN,10499,61060,CEO,2500.0,0.0,931.568,379.528,1099.583,6000.008,16726.729,16199.037,10199.036,16199.037,0.3703928819966273,0.0
TPL,10504,72489,CEO,0.0,0.0,0.0,34.2,850.0,3771.255,2701.469,6068.24,6068.24,6108.717,0.6214742660145282,0.0
TXT,10519,37007,CEO,0.0,7481.168,3887.917,157.548,1352.5,10100.586,10161.791,17709.313,21712.802,20391.762,0.570354479589355,0.4224425871291563
TMO,10530,25371,CEO,0.0,47087.683,10589.903,730.24,1730.027,8357.021,13934.83,18976.669,60528.039,18976.669,0.4403839788742692,2.4813460676370545
THO,10549,46465,CEO,0.0,0.0,0.0,0.0,750.0,5621.179,10628.776,10567.489,10567.489,10567.489,0.5319313793465978,0.0
TDW,10565,61061,CEO,0.0,0.0,4663.871,33.262,712.5,3500.016,9868.037,4245.778,4245.778,4245.778,0.8243520975425469,0.0
SIX,10567,67431,CEO,2325.0,0.0,0.0,25.309,1550.0,1500.0,15268.604,5400.309,5400.309,5400.309,0.2777618836255481,0.0
TKR,10581,46769,CEO,0.0,10786.837,0.0,534.447,1145.38,5982.334,2916.499,7126.209,17913.046,10778.409,0.8394833774872447,1.5136851866118437
TR,10609,20780,CEO,4161.0,0.0,0.0,2129.683,999.0,0.0,0.0,7289.683,7289.683,7289.683,0.0,0.0
GL,10614,57301,CEO,0.0,823.592,1863.725,52.027,850.0,2008.568,1663.303,6461.22,5269.187,6860.896,0.31086513073382427,0.1274669489662943
TTC,10618,54185,CEO,0.0,955.838,0.0,178.847,1129.958,3599.694,0.0,5426.117,2689.903,9025.811,0.6634014710703805,0.17615506632090683
TRN,10735,65738,CEO,0.0,0.0,0.0,99.872,930.0,4029.56,7071.398,5719.106,5719.106,5729.556,0.7045786526775338,0.0
TYL,10789,35154,CEO,0.0,685.514,970.006,9.9,675.0,8343.692,1306.207,684.9,1370.414,9028.592,12.182350708132573,1.000896481238137
TSN,10793,43087,CEO,0.0,0.0,0.0,404.006,1396.615,8193.338,2191.772,4986.775,4986.775,13180.119,1.6430133703646144,0.0
UAL,10795,55206,CEO,0.0,0.0,0.0,155.74,1075.0,10705.744,4408.136,14192.53,14192.53,18573.299,0.7543224499085082,0.0
UFI,10839,64735,CEO,0.0,0.0,0.0,82.21,775.0,387.5,469.747,1632.21,1632.21,1244.71,0.23740817664393674,0.0
UNF,10840,38454,CEO,162.5,545.32,45.18,29.945,888.251,1249.877,1930.923,3435.556,3630.906,3435.556,0.3638063242165169,0.1587283106431681
AEE,10860,39220,CEO,0.0,0.0,0.0,174.094,1200.0,5121.903,4260.32,3124.094,3124.094,9009.431,1.6394842792822495,0.0
UNP,10867,45354,CEO,0.0,0.0,5774.036,165.96,925.403,7200.161,9536.688,6851.476,2051.363,15552.576,1.0508919537921464,0.0
UDR,10894,25526,CEO,0.0,0.0,0.0,47.991,900.0,10807.024,0.0,9744.472,9744.472,11755.015,1.1090415160513571,0.0
UNH,10903,61693,CEO,0.0,0.0,10643.039,233.852,1500.0,15000.97,13202.073,23534.936,18534.822,23534.936,0.6373915782052689,0.0
UMBF,10916,35574,CEO,0.0,0.0,0.0,107.411,1038.463,2599.827,2518.531,4787.774,4787.774,4787.774,0.5430137262118053,0.0
UPS,10920,58989,CEO,0.0,0.0,2347.265,95.671,1509.713,18916.192,0.0,23390.051,22031.289,23390.051,0.8087281211999068,0.0
RTX,10983,32130,CEO,2780.0,0.0,2119.135,1102.091,1675.0,9772.488,3474.814,21929.459,15342.773,21929.459,0.44563288132187845,0.0
LNW,10991,65751,CEO,0.0,0.0,0.0,8.75,1300.0,3899.846,5629.546,6691.898,6691.898,6691.896,0.5827712855157087,0.0
UTL,10999,66442,CEO,0.0,0.0,0.0,157.574,678.119,706.961,701.389,2058.364,2058.364,2625.89,0.3434577169052704,0.0
SXT,11012,45361,CEO,0.0,0.0,0.0,198.834,1080.0,4300.041,1547.04,5670.152,5670.152,6174.152,0.7583643260357041,0.0
UVV,11017,33479,CEO,0.0,0.0,0.0,24.478,1074.0,1948.115,5720.749,4820.793,4820.793,5275.076,0.4041067517315098,0.0
UHS,11032,33247,CEO,0.0,2254.0,7887.286,47.207,1352.052,4944.124,0.0,9385.81,6695.376,14407.937,0.5267658305463248,0.24014975798572527
VFC,11060,72496,CEO,0.0,0.0,0.0,138.89,919.945,6456.28,1218.183,5574.045,1058.835,13535.399,1.158275543164793,0.0
VMI,11094,54197,CEO,0.0,3435.864,0.0,914.905,1124.834,2671.481,0.0,3608.826,7044.69,6280.307,0.740263176999944,0.9520725022486537
VECO,11124,43806,CEO,0.0,0.0,0.0,12.347,633.4,3531.188,2660.823,1079.816,1079.816,4611.004,3.270175659556813,0.0
VSH,11191,71780,CEO,0.0,0.0,0.0,33.611,900.0,2518.241,1607.62,4773.05,4773.05,4773.05,0.5275957720954106,0.0
VNO,11220,29797,CEO,3700.0,0.0,29872.5,343.952,1000.0,12900.812,3265.418,5043.952,5043.952,26843.514,2.5576793752200655,0.0
VMC,11228,48826,CEO,0.0,2578.36,2147.844,485.718,1235.0,6274.449,3686.642,13602.758,8337.978,13530.753,0.4612630026940125,0.18954685513040812
WDFC,11234,60747,CEO,0.0,0.0,0.0,108.676,600.0,1394.168,1194.033,2458.653,2458.653,2458.653,0.567045451310128,0.0
WMT,11259,37626,CEO,0.0,0.0,0.0,221.294,1505.769,19608.75,58973.594,26968.924,26968.924,26968.924,0.727086850035248,0.0
GHC,11300,50624,CEO,0.0,448.418,10416.966,3.3,900.0,0.0,0.0,1746.874,2195.292,1781.256,0.0,0.2566973920271296
ELME,11301,61086,CEO,0.0,0.0,0.0,163.272,750.0,1979.304,2067.681,3707.826,3707.826,3707.826,0.5338179299675875,0.0
AVA,11304,40944,CEO,0.0,0.0,0.0,18.0,878.769,2728.537,630.74,1638.152,1638.152,5229.962,1.6656189413436602,0.0
WSO,11313,15175,CEO,0.0,0.0,0.0,458.336,600.0,9999.807,615191.42,11058.336,11058.336,11058.336,0.9042777322013006,0.0
WST,11376,52600,CEO,0.0,45404.218,1357.384,92.479,1136.654,3250.195,0.0,6145.822,51550.04,9395.896,0.5288462633639569,7.387818586350207
WDC,11399,64741,CEO,0.0,0.0,0.0,5.769,1144.231,9881.692,17370.27,11031.692,11031.692,11031.692,0.8957548851073797,0.0
WY,11456,61696,CEO,0.0,186.114,0.0,9.9,1275.0,9406.128,13284.934,12692.028,12878.142,13022.431,0.7411052039910407,0.014663850410667232
WHR,11465,33975,CEO,0.0,0.0,0.0,339.971,1315.0,6717.53,7278.371,12514.07,9214.101,13504.801,0.5367981799686273,0.0
WLY,11499,56045,CEO,0.0,0.0,46.26,255.1,487.5,1694.2,564.3,1755.9,1628.3,3357.7,0.9648613246768039,0.0
WMB,11506,30996,CEO,0.0,4547.129,0.0,54.82,1390.77,9999.977,0.0,14094.983,18642.112,17548.802,0.7094706676836716,0.32260620676165414
WSM,11511,24471,CEO,0.0,0.0,0.0,96.662,1600.0,13999.878,44175.895,23696.54,23696.54,23696.54,0.5907984034800017,0.0
WGO,11537,53590,CEO,0.0,0.0,363.073,77.241,1050.0,4249.995,3288.222,6677.728,5927.736,6677.728,0.6364432633374705,0.0
WEC,11550,54205,CEO,0.0,0.0,0.0,504.54,1085.199,3461.002,983.442,9230.552,8324.585,9552.179,0.3749507071733088,0.0
LNT,11554,45379,CEO,0.0,0.0,0.0,589.173,1130.247,5191.716,0.0,3163.626,3163.626,9709.782,1.6410650310751018,0.0
WWW,11566,65756,CEO,0.0,0.0,0.0,1144.079,634.615,5800.021,0.0,1778.694,1778.694,7578.715,3.260831261588559,0.0
WWD,11580,68726,CEO,0.0,0.0,4890.434,609.025,1100.0,874.561,5656.062,7615.536,3581.225,7615.536,0.11483906057301811,0.0
FL,11584,69288,CEO,0.0,0.0,0.0,37.689,1300.0,11754.925,3405.099,14692.625,13092.614,14692.625,0.8000561506197836,0.0
WOR,11600,38196,CEO,0.0,4651.102,1237.152,130.983,814.904,3961.405,6919.678,10110.968,14331.3,10110.968,0.3917928530680742,0.46000560974972915
XRX,11636,62063,CEO,0.0,0.0,0.0,9.9,1000.0,8556.086,7856.458,8788.421,8788.421,12844.686,0.9735635104417505,0.0
TJX,11672,34263,CEO,0.0,4072.035,0.0,646.455,1732.695,10900.088,35475.991,21229.333,25301.368,22222.769,0.5134446758171819,0.19181172578526137
ZION,11687,6973,CEO,1145.772,0.0,0.0,97.179,1060.9,1557.584,877.05,3214.017,2764.57,4839.241,0.48462220330508526,0.0
OSK,11721,62924,CEO,0.0,0.0,0.0,123.818,1091.539,6250.252,6246.476,10436.16,10436.16,10436.16,0.5989034280808267,0.0
QLYS,11745,52094,CEO,0.0,9362.24,0.0,9.607,558.333,6931.496,34446.748,7783.232,17145.472,7783.232,0.8905678258080962,1.2028730481116328
ALEX,11756,54208,CEO,283.712,0.0,0.0,85.253,618.998,1684.81,1079.803,1649.959,1649.959,3337.967,1.0211223430400391,0.0
SF,11770,37912,CEO,2260.0,0.0,0.0,822.055,200.0,10000.0,9220.849,13282.055,13282.055,13282.055,0.7528955421431397,0.0
OVV,11781,70248,CEO,0.0,0.0,0.0,407.547,1082.5,7750.017,0.0,4033.922,4033.922,11783.939,1.921211416581679,0.0
LCII,11796,31113,CEO,0.0,0.0,0.0,317.863,1155.0,7169.98,10993.967,8642.843,8642.843,8642.843,0.8295858203139869,0.0
JKHY,11811,51593,CEO,0.0,0.0,0.0,16.562,858.75,8571.735,7258.107,10497.222,10497.222,10439.026,0.8165717558416885,0.0
ASB,11842,67111,CEO,0.0,0.0,0.0,101.472,1030.0,2574.964,2440.149,4741.585,4741.585,4746.72,0.543059757443977,0.0
NMIH,11854,59036,CEO,0.0,0.0,0.0,56.965,900.0,4274.972,3919.511,7931.487,7931.487,7931.487,0.5389874559461548,0.0
TFC,11856,63276,CEO,0.0,0.0,0.0,236.035,1200.0,6843.578,0.0,7843.657,7843.657,12037.646,0.8724983767138211,0.0
VLY,11861,52100,CEO,0.0,0.0,0.0,425.582,1000.0,2975.661,1834.961,5323.118,5323.118,5416.463,0.5590071458119095,0.0
NE,11925,61702,CEO,0.0,0.0,0.0,44.315,883.333,8004.972,14588.796,10586.37,10586.37,10586.37,0.7561583432281319,0.0
BIGGQ,12123,61703,CEO,0.0,0.0,0.0,222.59,1223.077,5019.8,0.0,2735.907,2735.907,7755.707,1.8347845888036398,0.0
MS,12124,42285,CEO,8875.0,0.0,0.0,72.439,1500.0,22500.0,0.0,32947.439,32947.439,32951.606,0.6829058853405875,0.0
TROW,12138,57434,CEO,0.0,128.939,0.0,91.834,350.0,5100.097,3159.41,7741.834,7870.773,12841.931,0.6587711645586821,0.01665483915051653
NNN,12140,50636,CEO,0.0,0.0,0.0,19.343,825.0,4385.78,3673.068,7194.654,7194.654,7194.654,0.6095887307436882,0.0
MSFT,12141,47866,CEO,0.0,0.0,0.0,361.65,2500.0,39236.137,42418.003,48512.537,48512.537,48512.537,0.8087834491113092,0.0
ORCL,12142,28123,CEO,0.0,236267.574,165150.0,221.974,950.0,0.0,0.0,6464.234,242731.808,6464.234,0.0,36.549972355579946
COTY,12151,66659,CEO,0.0,0.0,0.0,5.486,3549.0,145875.0,281167.72,149429.486,149429.486,149429.486,0.9762129543830459,0.0
RGEN,12181,50641,CEO,0.0,0.0,18520.998,5.0,880.0,5249.983,17809.729,7929.275,6134.983,7929.275,0.6621012639869346,0.0
XOMA,12252,71381,CEO,0.0,0.0,0.0,0.0,125.0,0.0,0.0,193.75,193.75,2482.735,0.0,0.0
ASTE,12262,61107,CEO,0.0,0.0,0.0,147.404,720.548,1329.805,41.255,1988.122,1988.122,3317.927,0.6688749483180609,0.0
WERN,12266,28890,CEO,0.0,0.0,0.0,116.924,917.308,3600.0,0.0,1846.752,1846.752,5446.752,1.9493684046368978,0.0
AMWD,12379,49607,CEO,0.0,0.0,305.543,24.903,923.538,3047.963,7662.069,4260.851,3323.497,6780.834,0.7153413719465901,0.0
HOG,12389,59047,CEO,0.0,0.0,13.524,411.651,1948.0,6500.029,5432.647,11953.28,11953.28,11953.28,0.5437862243668683,0.0
SKYW,12392,35115,CEO,0.0,0.0,0.0,467.213,546.875,2300.0,15486.383,3247.463,3247.463,5547.463,0.7082451747718141,0.0
TOL,12395,43428,CEO,0.0,14092.951,0.0,38.516,1204.716,5977.623,16967.572,10044.96,24137.911,15152.896,0.5950867897930903,1.4029872692375083
POR,12428,68365,CEO,0.0,0.0,0.0,289.654,1144.08,4181.138,2186.113,5590.887,5590.887,6965.757,0.7478487760528875,0.0
IT,12441,29496,CEO,0.0,29265.777,6623.389,160.15,956.49,9287.552,47811.795,3031.609,32297.386,16299.489,3.0635718524387543,9.653546021271213
WTS,12445,50644,CEO,0.0,0.0,0.0,83.963,1039.775,4382.012,9659.476,3155.383,3155.383,7537.395,1.388741715348026,0.0
NVR,12459,47152,CEO,0.0,50604.68,0.0,13.2,875.0,0.0,0.0,1763.2,52367.88,1763.2,0.0,28.700476406533575
WKC,12471,29803,CEO,0.0,620.064,0.0,42.807,1000.0,4500.008,14335.249,6802.243,7422.307,6802.243,0.6615476689086232,0.09115581433947595
CLFD,12482,68379,CEO,0.0,0.0,288.831,21.262,425.0,615.6,121.805,1061.862,1061.862,1061.862,0.5797363499211762,0.0
ATUS,12485,69977,CEO,968.0,0.0,0.0,327.478,1000.0,0.0,5603.449,4327.478,4327.478,4327.478,0.0,0.0
ADBE,12540,20967,CEO,0.0,0.0,0.0,355.283,1500.0,40077.295,47943.538,29395.818,29395.818,44932.578,1.3633672313524325,0.0
JOE,12544,62933,CEO,765.45,0.0,0.0,0.684,505.631,510.336,1164.363,1782.101,1271.765,1782.101,0.286367607672068,0.0
HHS,12545,71807,CEO,293.75,0.0,0.0,3.462,233.654,908.964,0.0,530.866,530.866,1439.83,1.7122286980141883,0.0
EHC,12589,32941,CEO,0.0,1127.433,1088.215,66.922,1050.0,4453.885,6436.345,4382.491,4557.967,8836.376,1.0162907351093249,0.2572584860984312
CNO,12603,54719,CEO,0.0,0.0,0.0,408.311,1059.167,6550.35,10504.127,9788.167,9788.167,9788.167,0.669211099483693,0.0
MHO,12615,29885,CEO,0.0,6976.054,8975.6,378.723,1000.0,1019.472,0.0,8189.123,12204.777,9208.595,0.12449098639744452,0.8518682647702325
MRTN,12625,51344,CEO,0.0,0.0,0.0,8.836,744.654,329.746,0.0,1083.236,1083.236,1083.236,0.30440827298945006,0.0
FI,12635,63683,CEO,0.0,28305.568,796.983,290.89,1400.0,23252.867,22977.202,19271.701,47577.269,27943.757,1.2065809343970206,1.4687633437235248
KBH,12689,18188,CEO,0.0,4293.84,0.0,80.391,1150.0,7178.664,16158.294,8510.391,12804.231,15689.055,0.8435175305106428,0.5045408606960597
UNM,12726,42292,CEO,0.0,0.0,0.0,863.479,1100.0,4499.992,14184.519,15149.23,15149.23,19727.222,0.2970442722171358,0.0
CCEP,12756,52127,CEO,3525.0,0.0,0.0,7522.0,1235.0,0.0,0.0,12282.0,12282.0,12282.0,0.0,0.0
PPC,12785,45407,CEO,0.0,0.0,0.0,22.103,942.308,613.554,1099.374,3191.519,3191.519,2577.965,0.19224513468351592,0.0
JJSF,12825,11677,CEO,0.0,0.0,0.0,57.813,936.538,2250.063,1337.839,4569.359,4569.359,4569.359,0.4924242109232389,0.0
HTLD,12840,28921,CEO,0.0,0.0,0.0,31.906,980.577,0.0,0.0,1012.483,1012.483,1012.483,0.0,0.0
OSUR,12915,69308,CEO,0.0,0.0,0.0,4.0,721.0,4873.637,8463.368,1828.13,1828.13,6701.767,2.6659138026289155,0.0
PLXS,12945,43103,CEO,0.0,0.0,0.0,280.903,1083.846,5562.053,8380.288,9126.346,9126.346,9126.346,0.6094501567220879,0.0
SNV,13041,54226,CEO,0.0,0.0,0.0,45.749,1015.385,3121.483,1085.374,2189.48,2189.48,5310.963,1.4256732192118677,0.0
RDNT,13071,62954,CEO,2000.0,0.0,1118.003,75.183,1500.0,1375.0,932.67,6700.183,5700.183,6700.183,0.2052182753814336,0.0
JACK,13092,65333,CEO,0.0,0.0,0.0,101.171,901.539,2745.302,5056.788,5346.487,5346.487,5346.487,0.513477728459828,0.0
DOC,13125,61121,CEO,0.0,0.0,0.0,13.2,750.0,5204.31,3409.006,8388.291,8388.291,7692.51,0.6204255431767927,0.0
LADX,13184,69314,CEO,25.0,0.0,0.0,0.0,520.0,0.0,2.6,545.0,545.0,545.0,0.0,0.0
PLAB,13200,61122,CEO,1300.0,396.642,0.0,0.0,750.0,2011.2,1354.05,4061.2,4457.842,4061.2,0.4952230867723826,0.09766620703240422
PGR,13341,37026,CEO,0.0,0.0,0.0,217.954,994.231,10000.106,12896.583,15636.618,15636.618,15636.618,0.6395312592531198,0.0
RLI,13342,35191,CEO,0.0,0.0,576.15,98.419,650.0,0.0,0.0,5185.452,4559.427,5185.452,0.0,0.0
VOXX,13354,18245,CEO,0.0,0.0,0.0,41.672,1000.0,250.0,0.0,1041.672,1041.672,1291.672,0.23999877120629143,0.0
DXLG,13381,64465,CEO,0.0,0.0,120.789,159.627,866.346,2765.938,566.841,5597.774,5597.774,5959.023,0.49411391027933604,0.0
CDNS,13421,50653,CEO,0.0,0.0,14831.42,11.772,750.0,7702.791,14910.351,17341.862,9651.949,17341.862,0.44417323814478515,0.0
CCL,13498,68908,CEO,0.0,0.0,0.0,447.792,1250.0,7460.811,1982.966,12596.501,12596.501,13808.603,0.5922923357843579,0.0
MBI,13561,37119,CEO,0.0,0.0,0.0,13309.688,900.0,1575.0,7147.475,17140.688,17140.688,17140.688,0.09188662672116779,0.0
BDN,13562,64753,CEO,0.0,0.0,0.0,104.308,800.0,3598.577,0.0,6102.885,6102.885,6102.885,0.5896517794452951,0.0
MIDD,13570,64472,CEO,0.0,0.0,0.0,18.445,975.0,6140.784,10722.512,4344.085,4344.085,8434.879,1.4135966492368357,0.0
UHT,13580,42944,CEO,0.0,0.0,0.0,23.948,0.0,223.59,376.405,247.538,247.538,247.538,0.9032552577786037,0.0
CRMT,13602,70552,CEO,0.0,0.0,0.0,80.99,730.769,2980.987,3297.711,8446.835,8446.835,8446.835,0.35291171190155846,0.0
CNMD,13623,50657,CEO,0.0,0.0,3095.572,103.058,950.0,2657.526,0.0,7764.615,5107.174,7764.615,0.3422611423747346,0.0
XRAY,13700,69320,CEO,0.0,0.0,0.0,239.893,1000.0,4629.248,6715.298,8518.986,7081.64,8518.987,0.5434036398228614,0.0
FUN,13710,72726,CEO,0.0,263.432,0.0,19.812,950.0,4999.979,5062.134,6535.516,6798.948,6535.516,0.7650473199055745,0.04030775840805837
PARA,13714,63695,CEO,0.0,0.0,0.0,100.196,3100.0,15535.109,9139.392,31135.305,31135.305,31257.129,0.49895477176151,0.0
ZTS,13721,47875,CEO,0.0,5201.209,4614.941,232.026,1200.0,8774.86,13620.712,15237.853,17514.095,15237.853,0.5758593418639752,0.3413347667811207
FICO,13824,46487,CEO,0.0,0.0,5264.254,56.63,750.0,48996.329,67036.62,66349.962,51002.959,66349.962,0.7384530077048123,0.0
TTSH,13861,61129,CEO,0.0,0.0,0.0,5.15,412.0,270.017,459.036,687.167,687.167,687.167,0.3929423269743745,0.0
COOP,13888,64762,CEO,0.0,0.0,0.0,17.189,1000.0,24668.773,22187.947,26570.751,26570.751,30310.962,0.9284183574638143,0.0
VGR,13963,62421,CEO,0.0,710.583,0.0,495.1,2018.678,9675.0,17061.0,14522.874,15233.457,17946.65,0.6661904523856642,0.04892853852481265
SCHW,13988,30592,CEO,0.0,0.0,2425.601,17.71,1500.0,10950.019,17289.165,5621.71,5621.71,23871.744,1.947809296459618,0.0
CLH,14027,39354,CEO,0.0,0.0,0.0,6.672,831.25,2931.746,9097.555,4938.543,4938.543,4938.543,0.5936459397032688,0.0
AIN,14084,65798,CEO,0.0,0.0,0.0,27.732,672.917,2400.0,0.0,1900.649,1900.649,4300.649,1.2627265739229074,0.0
FULT,14172,52645,CEO,0.0,23.059,0.0,122.183,850.0,954.757,3710.433,2309.439,2332.498,2309.44,0.4134151194294372,0.009984675932120313
