gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets
20534,VNOM,143.517,3974.093,905.201,25.869,50.757,200.088,547.293,827.697,52.952,0.0,-7.0,-7.0,45.952,Texas,0.08396233827218692,-0.01279022388373321,-0.0017614082005629964
20540,TRUE,163.082,204.32,11.809,136.964,15.67,-49.766,-49.749,158.706,0.017,0.0,0.0,0.0,0.017,California,-0.00034171541136505257,-0.0,0.0
20548,CTRA,2015.0,20415.0,2099.0,965.0,1820.0,1625.0,2128.0,5914.0,429.0,3413.0,74.0,74.0,503.0,Texas,0.23637218045112782,0.03477443609022556,0.0036247856967915747
20554,NAOV,6.487,6.674,0.001,3.283,0.745,-3.711,-3.682,2.283,0.025,0.0,0.0,0.0,0.029,Texas,-0.007876154263986964,-0.0,0.0
20567,MRNS,165.246,170.908,0.119,150.288,161.974,-141.405,-142.943,30.989,-1.538,0.0,0.0,0.0,-1.538,Pennsylvania,0.010759533520354267,-0.0,0.0
20600,NG,127.219,133.29,0.0,125.749,0.0,-46.803,-46.764,0.0,0.039,0.0,0.0,0.0,0.039,British Columbia,-0.000833974852450603,-0.0,0.0
20612,NWIFF,0.074,0.792,0.188,0.056,0.73,-1.241,-1.241,0.0,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
20618,OPWEF,0.8,5.126,0.021,0.265,0.748,-2.005,-2.005,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
20621,DMTKQ,61.752,121.93,0.902,55.864,13.196,-100.888,-100.888,15.296,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
20629,STLRF,13.073,68.924,0.554,12.052,0.0,-16.213,-20.743,0.0,0.0,0.0,-4.529,-4.53,-4.53,Ontario,0.21838692570987805,0.218338716675505,-0.06571005745458765
20644,GPRO,482.591,967.951,1.52,246.575,675.816,-53.183,-67.733,1005.459,3.341,0.0,-17.891,-17.891,-14.55,California,0.21481404928173858,0.2641400794295247,-0.01848337364184757
20645,ARDX,246.111,297.579,0.344,184.299,187.132,-66.067,-65.52,124.456,0.547,0.0,0.0,0.0,0.547,Massachusetts,-0.00834859584859585,-0.0,0.0
20649,SNDX,580.876,612.88,0.0,570.698,0.0,-209.36,-209.36,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
20655,XIFR,2216.0,22511.0,1269.0,294.0,582.0,-250.0,-257.0,1078.0,0.0,22.0,34.0,-25.0,-25.0,Florida,0.09727626459143969,-0.13229571984435798,0.0015103727066767359
20658,GGROU,6.963,26.824,0.0,6.645,88.278,5.331,5.331,88.019,0.0,0.0,0.0,0.0,0.0,North Dakota,0.0,0.0,0.0
20659,AMPH,489.6,1512.912,38.166,259.241,262.481,137.545,169.378,644.395,45.69,0.0,-12.578,-13.857,31.833,California,0.18794058260222699,-0.07425993930734806,-0.008313768414818574
20661,VVX,874.869,3081.9,25.021,72.651,3515.44,-22.573,-24.518,3963.126,5.08,11.763,-7.509,-7.025,-1.945,Virginia,0.07932947222448813,0.30626478505587734,-0.0024364839871507836
20684,OBE,94.6,2250.4,293.1,0.5,248.8,108.0,143.6,683.9,0.0,0.0,35.6,35.6,35.6,Alberta,0.24791086350974934,0.24791086350974934,0.015819409882687523
20699,LTRPA,1324.0,3560.0,63.0,1090.0,422.0,-285.0,-967.0,1788.0,140.0,49.0,-87.0,-87.0,53.0,Colorado,-0.05480868665977249,0.08996897621509824,-0.02443820224719101
20720,RLMD,97.509,97.552,0.0,96.324,0.0,-98.792,-98.792,0.0,0.0,0.0,0.0,0.0,0.0,Florida,-0.0,-0.0,0.0
20740,VIA,158.973,303.834,1.435,42.595,378.866,14.975,37.247,435.192,5.988,0.0,5.154,5.154,11.142,Texas,0.29913818562568795,0.1383735602867345,0.01696321017397658
20748,ANET,8390.235,9946.806,34.434,5007.968,2174.73,2087.321,2422.026,5860.168,705.501,0.0,-370.796,-370.796,334.705,California,0.13819215813537922,-0.1530933193945895,-0.03727789604019622
20756,MTNB,15.543,25.104,0.218,13.806,24.469,-22.942,-22.942,1.096,0.0,0.341,0.0,0.0,0.0,New Jersey,-0.0,-0.0,0.0
20779,CSCO,43348.0,101852.0,849.0,26337.0,19905.0,12613.0,15318.0,56998.0,4789.0,62.0,-2085.0,-2084.0,2705.0,California,0.17658963311137224,-0.13611437524481002,-0.020470879315084633
20823,HQY,382.893,3088.9,3.371,254.266,305.042,-26.143,-38.096,861.748,5.228,82.665,-17.181,-17.181,-11.953,Utah,0.313759974800504,0.45099223015539697,-0.005562174236783321
20864,SDURF,0.362,0.362,0.0,0.337,0.024,-0.279,-0.279,0.036,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
20874,SYITF,0.46,19.769,0.278,0.318,2.514,-1.754,-1.83,2.203,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
20876,YRBAF,0.336,25.244,0.374,0.238,2.501,-2.437,-2.437,0.077,0.0,0.0,0.0,0.0,0.0,Quebec,-0.0,-0.0,0.0
20890,NMG,42.926,123.939,14.408,36.332,0.0,-55.983,-55.583,0.0,0.0,0.0,0.0,0.4,0.4,Quebec,-0.007196444956191642,-0.0,0.0
20898,SLNO,171.358,180.691,0.0,169.681,0.0,-38.988,-38.988,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
20904,HOLX,4184.5,9139.3,150.2,2722.5,1484.2,456.0,676.1,4030.4,329.2,20.2,-109.1,-109.1,220.1,Massachusetts,0.3255435586451708,-0.1613666617364295,-0.011937456916831705
20918,JRNGF,46.72,610.136,46.393,17.715,106.154,15.819,19.955,186.918,0.0,0.0,4.136,4.136,4.136,Alberta,0.20726634928589327,0.20726634928589327,0.006778816526151547
20943,SAGE,869.35,882.277,0.553,754.516,631.525,-541.489,-541.489,86.455,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
20945,IRMD,76.001,92.156,7.44,49.762,14.639,17.193,21.738,65.562,5.967,0.0,-1.172,-1.422,4.545,Florida,0.20908087220535468,-0.053914803569785626,-0.012717565866574068
20961,ATEX,59.459,278.558,2.126,43.182,0.0,-16.317,-15.055,1.919,0.044,5.44,1.248,1.218,1.262,New Jersey,-0.08382597143806045,-0.08289604782464298,0.004480215969385191
21000,HSDT,7.438,7.692,0.029,5.182,0.583,-8.85,-8.85,0.644,0.0,0.0,0.0,0.0,0.0,Pennsylvania,-0.0,-0.0,0.0
21004,LNTH,1085.819,1651.149,46.555,713.656,410.391,326.661,410.943,1296.429,139.914,0.0,-55.632,-55.632,84.282,Massachusetts,0.20509413714310742,-0.13537643906819194,-0.03369290112521644
21012,ATRA,101.869,165.504,1.223,51.871,4.057,-276.126,-276.111,8.573,0.015,0.0,0.0,0.0,0.015,California,-5.432597759596684e-05,-0.0,0.0
21015,OCUL,232.235,252.06,6.087,195.957,2.298,-80.736,-80.736,58.443,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
21020,ADVM,102.773,173.01,0.808,96.526,121.723,-117.165,-118.243,3.6,-1.078,0.0,0.0,0.0,-1.078,California,0.009116818754598582,-0.0,0.0
21032,VKTX,367.225,368.49,0.0,362.079,0.0,-85.895,-85.895,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
21033,TTOO,25.189,34.797,0.192,15.689,14.504,-50.077,-50.077,7.193,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
21035,RMBL,480.8,926.3,13.7,77.0,993.9,-214.4,-155.1,1366.4,0.8,0.4,58.5,58.5,59.3,Texas,-0.38233397807865893,-0.37717601547388785,0.06315448558782252
21040,SPRS,22.88,24.677,0.043,10.84,26.348,0.972,1.626,36.277,0.666,0.0,-0.012,-0.012,0.654,New York,0.40221402214022145,-0.007380073800738008,-0.00048628277343275116
21042,AKTSQ,59.845,148.917,11.385,43.104,18.981,-63.557,-66.005,27.121,-0.054,0.0,-2.394,-2.394,-2.448,North Carolina,0.037088099386410125,0.03626997954700402,-0.016076069219766717
21116,ADMT,1.986,3.09,0.0,1.004,2.016,-0.096,0.025,3.677,-0.004,0.0,0.125,0.125,0.121,New Jersey,4.84,5.0,0.04045307443365696
21118,AXDX,24.466,31.366,1.035,13.219,7.025,-61.618,-60.768,12.059,0.85,0.0,0.0,0.0,0.85,Arizona,-0.013987625065824117,-0.0,0.0
21124,LOCO,25.134,592.301,21.332,7.288,375.196,25.554,34.878,468.664,8.418,8.878,0.906,0.906,9.324,California,0.26733184242215724,0.025976260106657493,0.0015296276724165584
21165,ICDIQ,43.576,394.677,40.655,5.565,130.253,-37.697,-39.672,210.106,0.53,9.761,-2.505,-2.505,-1.975,Texas,0.04978322242387579,0.06314277071990321,-0.006346962199469439
21209,NTBLQ,15.47,19.541,0.065,11.825,14.71,-11.264,-11.264,0.31,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
21222,PTVRF,0.619,13.216,2.169,0.107,2.094,-6.166,-6.166,1.672,0.0,0.0,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
21227,LBRDK,430.0,15641.0,222.0,174.0,245.0,688.0,888.0,981.0,32.0,2216.0,168.0,168.0,200.0,Colorado,0.22522522522522523,0.1891891891891892,0.01074100121475609
21237,TTI,282.015,478.961,38.152,52.485,438.172,25.506,31.699,626.262,6.954,2.279,-0.734,-0.734,6.22,Texas,0.1962207009684848,-0.02315530458374081,-0.0015324838556792723
21238,VICR,420.366,594.887,33.452,242.219,182.89,53.595,60.244,405.059,6.678,0.0,-0.034,-0.034,6.644,Massachusetts,0.11028484164398114,-0.0005643715556735941,-5.715371154521784e-05
21273,UGEIF,5.052,71.023,15.356,2.585,0.53,-14.058,-14.058,1.21,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
21282,KPRX,4.738,13.712,0.0,2.455,0.0,-12.514,-12.424,0.0,0.0,0.779,0.09,0.09,0.09,California,-0.007244043786220219,-0.007244043786220219,0.006563593932322053
21295,FCUV,1.028,5.334,0.021,0.465,0.958,-4.718,-4.718,1.053,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
21339,SULMF,3.471,3.471,0.0,3.354,0.0,-5.682,-5.682,0.0,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
21361,NNUP,12.105,13.998,0.029,10.254,0.935,-1.436,-1.559,2.084,-0.183,0.0,0.0,-0.389,-0.123,Pennsylvania,0.07889672867222579,-0.0,0.0
21421,VANI,23.062,45.797,0.887,20.654,0.0,-25.652,-25.652,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
21429,GVA,1643.451,2813.54,140.384,453.526,3019.677,43.599,59.854,3509.138,3.712,3.708,26.556,26.555,30.267,California,0.5056804891903632,0.4436796204096635,0.00943864313285043
21431,CRC,929.0,3998.0,185.0,496.0,1471.0,564.0,748.0,2801.0,149.0,0.0,35.0,35.0,184.0,California,0.24598930481283424,0.04679144385026738,0.008754377188594297
21432,RDGA,0.024,0.024,0.0,0.024,0.0,-0.073,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,Nevada,-0.0,-0.0,0.0
21506,AMNF,35.646,44.131,0.874,22.178,41.012,8.758,11.674,63.561,3.495,0.0,-0.579,-0.579,2.916,California,0.2497858488949803,-0.04959739592256296,-0.01312002900455462
21522,VYNE,95.963,97.685,0.0,93.307,0.0,-27.872,-27.872,0.424,0.0,0.0,0.0,0.0,0.0,New Jersey,-0.0,-0.0,0.0
21540,W,1855.0,3474.0,351.0,1355.0,7919.0,-738.0,-729.0,12003.0,9.0,0.0,0.0,0.0,9.0,Massachusetts,-0.012345679012345678,-0.0,0.0
21563,ELST,1.682,1.731,0.02,0.886,0.749,-0.161,-0.161,1.545,0.0,0.0,0.0,0.0,0.0,Washington,-0.0,-0.0,0.0
21601,RYTM,308.268,332.745,0.047,275.846,7.544,-184.678,-184.114,77.428,0.564,0.0,0.0,0.0,0.564,Massachusetts,-0.003063319465114005,-0.0,0.0
21663,AIFF,2.067,4.52,0.0,0.682,5.368,-1.699,-1.742,7.982,0.0,0.016,-0.043,-0.043,-0.043,Ontario,0.02468427095292767,0.02468427095292767,-0.009513274336283186
21674,EWOOF,0.151,0.489,0.0,0.018,0.32,-0.547,-0.547,0.869,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
21743,NVEC,30.787,69.255,0.936,17.183,7.865,22.694,27.093,38.254,4.236,0.0,0.162,0.163,4.399,Minnesota,0.16236666297567637,0.005979404274166759,0.0023391812865497076
21771,VGGOF,3.588,3.593,0.005,3.58,0.0,-1.091,-1.091,0.0,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
21777,MMSI,1108.47,2325.244,34.29,589.144,589.285,94.411,112.089,1257.366,30.321,5.547,-12.643,-12.643,17.678,Utah,0.15771395944294267,-0.11279429738868221,-0.005437278840414167
21779,STEK,0.401,3.683,0.0,0.114,0.413,-5.43,-5.432,4.922,0.0,0.0,0.0,0.0,0.0,Florida,-0.0,-0.0,0.0
21798,FRPT,427.319,1464.421,239.093,296.871,473.356,-33.614,-33.404,766.895,0.21,0.0,0.0,0.0,0.21,New Jersey,-0.006286672254819781,-0.0,0.0
21807,CTXR,34.37,103.611,0.0,26.48,0.0,-32.543,-31.967,0.0,0.0,6.138,0.576,0.576,0.576,New Jersey,-0.018018581662339286,-0.018018581662339286,0.005559255291426585
21808,CZR,2045.0,33366.0,1264.0,1127.0,5395.0,786.0,-60.0,11528.0,32.0,102.0,-888.0,-920.0,-888.0,Nevada,14.8,14.8,-0.026613918360007194
21824,BSGM,0.528,1.798,0.186,0.19,0.0,-29.041,-28.69,0.018,0.0,0.0,0.0,0.0,0.0,Connecticut,-0.0,-0.0,0.0
21832,KSMRF,0.037,0.037,0.0,0.027,0.0,-0.471,-0.471,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
21841,CHRS,475.631,629.604,0.286,117.748,155.201,-237.892,-238.272,257.244,0.0,1.102,0.0,-0.38,-0.38,California,0.001594816008595219,-0.0,0.0
21860,TLCC,5.687,8.995,0.0,0.019,8.57,-9.662,-9.619,13.617,0.043,0.0,0.0,0.0,0.043,Florida,-0.004470319159995842,-0.0,0.0
21876,AMJT,0.009,0.009,0.0,0.0,0.0,-0.137,-0.137,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
21879,KWGBF,0.416,0.552,0.004,0.311,0.0,-14.323,-14.413,0.0,0.0,0.0,-0.09,-0.09,-0.09,Ontario,0.006244362728092694,0.006244362728092694,-0.16304347826086954
21898,BOOT,669.173,1517.381,124.534,18.193,1011.16,170.553,225.878,1657.615,48.96,33.26,6.365,6.365,55.325,California,0.24493310548172026,0.028178928448100306,0.004194727626087317
21901,FGEN,331.559,423.529,2.519,235.586,382.395,-284.232,-284.229,147.752,0.003,0.0,0.0,0.0,0.003,California,-1.0554869489038768e-05,-0.0,0.0
21904,PANL,191.826,705.18,27.264,102.789,400.061,26.323,28.538,499.268,0.0,0.0,0.0,0.0,0.0,Rhode Island,0.0,0.0,0.0
21951,BZDLF,1.701,17.751,1.564,1.53,0.215,-1.46,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
21984,VERB,4.684,10.839,0.032,4.353,0.019,-14.844,-14.844,0.063,0.0,0.0,0.0,0.0,0.0,Nevada,-0.0,-0.0,0.0
22010,KLNG,7.849,17.062,0.23,2.03,9.996,-1.554,-1.549,15.343,0.005,0.0,0.0,0.0,0.005,Texas,-0.0032278889606197547,-0.0,0.0
22035,CRBP,23.546,28.272,0.0,21.098,0.0,-44.603,-44.603,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
22040,UPLD,300.233,870.024,1.22,236.559,82.99,-179.874,-182.367,297.852,2.514,16.025,-4.209,-5.007,-2.493,Texas,0.0136702363914524,0.023079833522512295,-0.004837797577997848
22082,JYNT,44.336,87.151,4.999,19.215,10.546,-9.752,1.639,117.696,0.43,0.0,10.897,10.961,11.391,Arizona,6.949969493593654,6.6485661989017695,0.12503585730513708
22114,NMRD,13.538,14.563,0.376,10.105,6.77,-14.144,-14.144,0.077,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0
22116,SKYE,11.651,11.94,0.012,10.337,0.0,-37.645,-37.641,0.0,0.004,0.0,0.0,0.0,0.004,California,-0.00010626710236178636,-0.0,0.0
22119,AINC,140.93,504.807,24.695,75.398,654.342,-4.628,-5.551,746.795,3.737,29.517,-4.281,-4.281,-0.544,Texas,0.09800036029544226,0.7712123941632137,-0.008480468773214317
22134,AXTA,2821.3,7272.1,137.9,703.1,3467.9,267.4,354.7,5184.1,94.6,162.3,-8.4,-8.4,86.2,Pennsylvania,0.24302227234282495,-0.023681984775866933,-0.0011550996273428584
22155,FND,1316.64,4662.55,547.613,34.382,2359.736,245.98,311.531,4413.884,41.829,67.188,23.722,23.722,65.551,Georgia,0.21041565686881883,0.0761465151140657,0.005087773857653001
22207,TBI,354.993,899.383,31.276,61.885,1398.284,-14.173,-20.645,1906.243,3.728,0.343,-9.902,-10.2,-6.472,Washington,0.3134899491402277,0.47963187212400094,-0.011009770031232522
22215,HMTXF,0.314,0.314,0.0,0.156,0.0,-2.502,-2.502,0.0,0.0,0.487,0.0,0.0,0.0,Alberta,-0.0,-0.0,0.0
22284,SND,61.904,346.3,23.031,6.072,228.688,4.649,-2.252,295.973,-0.764,12.101,-6.137,-6.137,-6.901,Texas,3.0643872113676736,2.725133214920071,-0.01772162864568293
22318,RELI,4.379,23.015,0.023,2.739,3.733,-10.025,-10.025,13.732,0.0,0.0,0.0,0.0,0.0,New Jersey,-0.0,-0.0,0.0
22358,BCTX,26.949,27.164,0.0,21.251,0.0,-20.302,-20.302,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
22373,GNSS,25.208,49.905,0.239,10.904,22.343,-18.396,-10.996,46.663,0.027,0.0,7.373,7.373,7.4,California,-0.672971989814478,-0.670516551473263,0.1477407073439535
22401,BZYR,0.002,0.002,0.0,0.001,0.0,-0.916,-0.916,0.0,0.0,0.0,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
22460,CRON,933.306,1140.085,2.505,861.528,72.144,-69.849,-73.669,87.241,-3.375,0.0,0.0,0.145,-3.23,Ontario,0.043844765097938075,-0.0,0.0
22543,GTIM,6.593,91.088,4.771,4.182,119.079,11.086,0.885,138.122,0.004,0.0,0.0,-10.791,-10.787,Colorado,-12.188700564971752,0.0,0.0
22570,AAUAF,5.782,12.715,0.801,5.329,63.823,-63.62,-66.71,0.0,0.0,0.0,-3.09,-3.09,-3.09,British Columbia,0.046319892070154405,0.046319892070154405,-0.2430200550530869
22583,GMS,1549.523,3267.008,52.672,164.745,3602.184,332.991,447.503,5329.252,114.292,51.223,0.22,0.22,114.512,Georgia,0.2558910219596293,0.0004916168159766527,6.73399024428468e-05
22590,PVLA,38.68,38.68,0.171,26.366,56.75,-24.543,-24.543,42.81,0.0,0.0,0.0,0.0,0.0,Pennsylvania,-0.0,-0.0,0.0
22638,ZI,864.3,6868.3,26.5,529.5,119.4,107.3,388.8,1239.5,4.8,1.9,276.7,276.7,281.5,Washington,0.724022633744856,0.7116769547325102,0.040286533785652924
22653,VSTO,1196.114,2798.882,38.81,86.208,1947.293,-9.718,50.662,3079.807,103.628,40.749,-43.177,-43.248,60.38,Minnesota,1.1918202992380877,-0.8522561288539734,-0.015426516730608865
22672,SHAK,334.432,1605.857,146.167,293.214,838.59,20.264,16.98,1087.533,5.064,0.0,-9.074,-9.074,-4.01,New York,-0.23616018845700823,-0.5343934040047114,-0.005650565399036154
22697,TCON,9.09,10.105,0.0,8.564,18.929,-3.588,-3.588,12.045,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
22703,GP,54.156,63.525,0.356,0.6,32.447,-15.044,-15.044,39.696,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
22704,AVGR,12.162,13.77,0.008,5.275,5.36,-18.32,-18.32,7.652,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
22731,PATI,19.47,52.667,12.088,6.429,73.915,2.673,3.588,94.785,-0.171,4.715,1.084,1.086,0.915,Florida,0.25501672240802675,0.3021181716833891,0.02058214821425181
22741,CC,3835.0,8251.0,370.0,1807.0,4414.0,-238.0,-318.0,6027.0,77.0,44.0,-158.0,-158.0,-81.0,Delaware,0.25471698113207547,0.4968553459119497,-0.019149194037086415
22761,TIKK,11.155,15.43,0.026,5.85,5.527,-0.389,-0.517,8.631,0.0,0.0,-0.128,-0.128,-0.128,New Jersey,0.24758220502901354,0.24758220502901354,-0.00829552819183409
22815,TRMB,1830.9,9539.3,42.0,229.8,1318.5,311.3,357.0,3798.7,150.3,287.8,-104.6,-104.6,45.7,Colorado,0.12801120448179273,-0.2929971988795518,-0.010965165158869099
22962,RSRV,12.788,36.387,8.16,10.103,5.456,-0.056,-0.261,13.376,0.229,1.22,-0.4,-0.4,-0.171,Oklahoma,0.6551724137931034,1.5325670498084292,-0.010992937037953116
22970,FCXXF,567.404,9185.45,219.513,93.08,262.724,-134.056,-139.16,712.856,0.0,753.02,-4.796,-4.796,-4.796,Ontario,0.03446392641563668,0.03446392641563668,-0.0005221301079424525
23027,EXPO,379.532,646.777,16.356,201.168,392.088,100.339,135.896,536.766,35.472,0.0,0.085,0.085,35.557,California,0.2616486136457291,0.0006254783069406018,0.00013142087612886668
23071,GDDY,1255.9,7564.9,42.0,498.8,1883.2,1374.8,403.8,4254.1,21.1,37.8,-993.2,-992.9,-971.8,Arizona,-2.4066369489846458,-2.4596334819217436,-0.13129056563867336
23082,SHMP,1.882,32.587,2.548,0.216,2.138,-15.988,-15.988,0.239,0.0,0.0,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
23083,ENR,1556.6,4509.6,56.8,223.3,1736.8,140.5,175.7,2959.7,73.7,12.4,-38.5,-38.5,35.2,Missouri,0.2003414911781446,-0.21912350597609564,-0.00853734255809828
23084,BHE,1635.747,2274.755,73.479,283.213,2528.974,64.315,81.22,2838.976,31.897,0.0,-14.992,-14.992,16.905,Arizona,0.20813838955922187,-0.1845850775671017,-0.006590599866798842
23098,RKDA,14.972,19.705,0.005,11.642,3.013,-13.16,-13.157,5.33,0.008,0.0,0.0,0.0,0.008,Texas,-0.0006080413468115832,-0.0,0.0
23167,BLBD,236.063,417.766,8.52,78.988,977.965,23.812,32.765,1132.793,0.888,2.513,8.065,8.065,8.953,Georgia,0.27324889363650234,0.24614680299099648,0.01930506551514484
23195,MTRX,262.256,400.504,9.009,54.812,750.506,-52.361,-52.761,795.02,-0.4,0.026,0.0,0.0,-0.4,Oklahoma,0.007581357442049999,-0.0,0.0
23208,BNED,537.001,980.779,25.092,30.009,1193.743,-90.14,-89.129,1543.208,0.553,1.97,0.409,0.458,1.011,New Jersey,-0.011343109425663923,-0.0045888543571677,0.000417015454042144
23224,ESE,581.095,1683.214,22.377,41.866,558.807,92.545,118.947,956.033,33.449,75.531,-6.267,-7.047,26.402,Missouri,0.22196440431452663,-0.05268733133244218,-0.003723234241160067
23225,CABO,342.378,6759.51,371.028,190.289,440.916,224.622,297.46,1678.081,78.226,950.919,-5.387,-5.388,72.838,Arizona,0.2448665366772003,-0.018109997982922073,-0.0007969512583012673
23226,INUV,14.743,32.374,1.683,4.44,7.727,-10.39,-10.408,73.912,0.0,0.089,-0.018,-0.018,-0.018,Arkansas,0.0017294388931591083,0.0017294388931591083,-0.0005560017297831592
23237,GWAV,2.69,46.412,1.761,1.546,27.186,-26.936,-26.936,35.668,0.0,0.0,0.0,0.0,0.0,Virginia,-0.0,-0.0,0.0
23238,ETSY,1570.446,2685.4,39.896,1150.441,731.702,307.568,292.82,2748.377,35.338,13.192,-50.086,-50.086,-14.748,New York,-0.05036541219862031,-0.17104705962707464,-0.01865122514336784
23241,OPGN,1.58,1.882,0.8,1.152,2.298,-32.669,-32.669,3.419,0.0,0.0,0.0,0.0,0.0,Maryland,-0.0,-0.0,0.0
23245,BLD,2049.244,5162.851,63.998,848.565,3460.135,614.254,825.483,5194.694,219.999,243.93,-7.476,-8.77,211.229,Florida,0.2558853422783995,-0.009056516003358035,-0.001448037140719343
23249,LITE,2777.9,4632.1,128.5,2013.6,970.3,-131.6,-102.4,1767.0,69.1,3.4,0.0,-39.9,29.2,California,-0.28515625,-0.0,0.0
23252,ETD,359.453,745.453,13.885,172.707,295.398,105.807,141.025,791.382,36.4,3.056,-1.182,-1.182,35.218,Connecticut,0.24972877149441589,-0.008381492643148377,-0.0015856130433441141
23255,BNKL,2.778,3.362,0.0,0.427,0.754,-4.946,-4.946,1.805,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
23296,EVVAQ,642.129,2530.809,301.3,304.226,1216.061,-685.994,-685.852,1177.853,0.189,2.033,-0.231,-0.231,-0.042,Maryland,6.123770142829649e-05,0.0003368073578556307,-9.127516142071567e-05
23334,NNOMF,34.279,52.975,5.057,32.444,0.0,-31.815,-31.815,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
23340,CPPKF,15.281,36.592,14.665,14.902,0.0,-20.5,-20.5,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
23358,CDTX,60.855,67.03,0.505,35.778,88.276,-22.931,-22.488,63.905,0.443,0.0,0.0,0.0,0.443,California,-0.019699395233013162,-0.0,0.0
23362,AQSZF,0.436,1.086,0.0,0.215,0.111,-2.965,-2.965,0.255,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
23433,BSM,193.127,1266.884,19.813,70.282,68.365,422.549,422.549,592.216,0.0,0.0,0.0,0.0,0.0,Texas,0.0,0.0,0.0
23449,ECLMF,0.61,45.187,1.808,0.088,1.54,-4.725,-4.925,0.197,0.0,0.0,-0.2,-0.2,-0.2,Quebec,0.04060913705583757,0.04060913705583757,-0.004426051740544847
23464,OPRX,54.331,183.374,0.087,13.853,28.622,-17.566,-25.164,71.522,0.097,4.338,-7.695,-7.695,-7.598,Massachusetts,0.3019392783341281,0.30579399141630903,-0.041963419023416625
23465,PPL6,429.0,7753.0,378.0,18.0,878.0,266.0,335.0,1613.0,83.0,776.0,-14.0,-14.0,69.0,Kentucky,0.20597014925373133,-0.041791044776119404,-0.0018057526118921707
23490,CPMD,1.196,11.746,0.081,0.001,0.0,3.688,3.688,0.0,0.0,0.0,0.0,0.0,0.0,Alberta,0.0,0.0,0.0
23555,COLL,537.6,1143.308,0.461,310.548,79.722,48.155,75.733,566.767,29.731,0.0,-2.153,-2.153,27.578,Massachusetts,0.36414772952345736,-0.028428822309957347,-0.0018831321043848203
23557,DTEAF,51.059,62.593,0.129,22.44,52.262,-14.868,-14.868,83.026,0.0,0.0,0.0,0.0,0.0,Quebec,-0.0,-0.0,0.0
23587,HAYN,539.166,706.281,16.397,10.723,461.621,41.975,51.902,589.956,10.597,3.686,-0.608,-0.67,9.927,Indiana,0.19126430580709797,-0.011714384802127085,-0.0008608471698941356
23623,SMTI,19.006,73.871,0.265,5.147,7.853,-4.303,-4.44,64.99,0.0,0.0,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
23627,ATYR,102.992,120.653,4.215,98.166,55.88,-50.389,-50.397,0.353,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
