gvkey,datadate,tic,act,aedi,at,capx,che,cogs,ib,lct,lt,pi,revt,txach,txc,txdb,txdc,txdi,txt,state
35279,12/31/2023,ADPT,410.188,,661.134,10.697,346.401,55.021,-225.25,88.015,352.856,-225.304,170.276,,0,0,0,0,0,WA
35280,12/31/2023,MORF,716.928,,722.514,1.241,704.349,178.116,-152.095,24.776,25.492,-151.715,0.521,0,0.38,0,0,0,0.38,MA
35285,12/31/2023,PJUN,,,,,,,,,,,,,,,,,,IL
35286,12/31/2023,BJUN,,,,,,,,,,,,,,,,,,IL
35287,1/31/2023,CHWY,1520.321,,2515.076,230.29,677.385,7268.034,49.232,1769.349,2301.119,51.878,10098.939,0,,0,0,0,2.646,FL
35288,12/31/2023,REAL,235.947,,446.923,42.128,175.709,141.331,-168.472,188.862,750.222,-168.189,549.304,0,0.283,0,0,0,0.283,CA
35290,12/31/2023,KRTX,1315.313,,1336.209,2.917,1262.813,478.73,-433.68,68.129,81.974,-433.01,0.654,0,,0,0,,0.67,MA
35295,12/31/2023,NERD,,,,,,,,,,,,,,,,,,OK
35296,12/31/2023,NULC,,,,,,,,,,,,,,,,,,IL
35305,12/31/2023,VERY,,,822.818,0,15.714,188.417,-9.893,,712.605,-10.852,177.565,0,,0,-5.849,-5.849,-0.959,IL
35305,12/31/2023,VERY,,0,822.818,,,,-9.893,,712.605,-10.852,178.928,,4.89,0,,-5.849,-0.959,IL
35306,12/31/2023,INBX.1,295.358,,307.893,4.593,277.924,219.83,-241.361,56.312,264.39,-241.358,1.8,0,0.003,0,0,0,0.003,CA
35320,12/31/2023,ONCT,36.059,,36.729,0,34.255,42.499,-39.479,5.198,6.677,-39.479,0.785,0,0,0,0,0,0,CA
35321,9/30/2023,EDSA,6.437,,8.89,0,5.361,0,-8.374,1.822,1.841,-8.374,0,0,,0,0,,0,ON
35323,12/31/2023,JUSHF,81.635,,463.395,10.743,29.155,137,-65.102,162.46,471.014,-33.296,269.445,,30.911,3.468,,-4.659,31.806,FL
35327,1/31/2023,SKIL,405.744,,1642.687,4.913,177.556,152.015,-790.066,425.108,1110.931,-831.039,555.124,,3.053,73.976,,-44.026,-40.973,CO
35331,12/31/2023,AMTD,1202.684,,1486.59,0.072,121.389,47.266,142.994,157.06,193.016,157.697,153.856,,4.454,5.583,-0.14,-0.14,4.314,
35338,12/31/2023,BASE.,,,,,,,,,,,,,,,,,,ON
35340,12/31/2023,IHAK,,,,,,,,,,,,,,,,,,CA
35341,12/31/2023,IDNA,,,,,,,,,,,,,,,,,,CA
35345,12/31/2023,NIXX,2.048,,10.487,0,1.008,2.696,-7.734,9.557,9.557,-7.734,3.188,0,0,0,0,0,0,CT
35347,12/31/2023,HERO.,,,,,,,,,,,,,,,,,,ON
35354,12/31/2023,GRYP,1.336,,1.358,0,0.767,3.401,-8.603,10.369,10.369,-8.603,6.836,0,0,0,0,0,0,NV
35355,12/31/2023,BABYF,15.127,,16.069,0,5.928,9.446,-15.609,3.168,9.348,-15.609,9.361,0,0,0,0,0,0,
35357,12/31/2023,CSAV.,,,,,,,,,,,,,,,,,,ON
35367,12/31/2023,ISUNQ,31.477,,66.701,0.616,3.463,77.766,-19.417,35.354,53.581,-19.373,95.683,0,0.044,0,0,0,0.044,VT
35373,12/31/2023,CMBM,162.571,,217.875,4.589,18.71,148.328,-77.42,96.328,136.941,-63.646,220.195,0,4.686,0,9.088,9.088,13.774,IL
35375,12/31/2023,MIRM,387.541,,646.621,0.109,286.326,36.21,-163.415,87.064,397.951,-162.424,186.374,0,0.991,0,0,0,0.991,CA
35376,12/31/2023,FULC,242.199,,257.694,0.508,236.221,111.297,-97.335,13.675,22.501,-97.335,2.805,0,0,0,0,0,0,MA
35377,1/31/2023,PHR,262.441,,370.057,4.732,176.683,109.267,-176.146,79.039,82.238,-175.663,280.91,,0.049,0,0.434,0.434,0.483,DE
35378,12/31/2023,AFYA,248.038,,1563.135,24.409,113.978,169.062,79.62,218.167,812.323,88.535,593.504,,,0,0,0,4.98,
35381,12/31/2023,HTEC,,,,,,,,,,,,,,,,,,OK
35382,3/31/2023,APLIF,3.118,,3.132,0.003,2.466,8.104,-9.243,2.977,10.529,-9.207,0.334,,,,,,0.036,NS
35386,12/31/2023,SNPE,,,,,,,,,,,,,,,,,,NY
35391,12/31/2023,HCAT,393.397,,701.814,13.193,317.728,161.113,-118.147,89.034,334.895,-117.791,295.938,0,0.348,0.073,0.008,0.008,0.356,UT
35395,12/31/2023,NOVA,936.248,,11340.971,1832.714,275.02,357.644,-417.961,1095.292,9212.059,-503.449,720.653,0,,,0,,-1.023,TX
35396,12/31/2023,CSTL,295.635,,453.34,13.621,243.099,43.224,-57.466,47.667,62.071,-57.365,219.788,0,0.324,0.206,-0.223,-0.223,0.101,TX
35399,12/31/2023,WIMI,120.964,,145.404,9.6,109.134,57.63,-59.401,32.927,38.003,-72.333,82.554,,,0,-0.376,-0.376,-0.356,
35403,12/31/2023,CNSP,1.591,,1.701,0.004,0.549,0,-18.851,6.133,6.133,-18.851,0,0,0,0,0,0,0,TX
35410,12/31/2023,EJUL,,,,,,,,,,,,,,,,,,IL
35416,12/31/2023,ANVS,10.208,,10.208,0,5.755,0,-56.204,4.279,17.959,-56.204,0,0,0,0,0,0,0,PA
35419,12/31/2023,DOYU,942.848,,1138.411,0.727,868.277,669.827,5.009,194.067,195.012,5.16,779.955,0,,0,0,0,0.151,
35420,10/31/2023,VPHIF,25.243,,41.207,0.478,7.502,38.863,-27.808,20.274,81.544,-27.808,53.91,0,0,0,0,0,0,QC
35422,6/30/2023,INBS,3.863,,10.355,0.505,1.538,0.93,-10.632,5.884,6.668,-10.665,1.257,0,0,0,0,0,0,NY
35423,8/31/2023,KRUS,89.371,,304.659,39.068,78.239,151.23,1.502,29.138,140.018,1.735,187.429,0,0.233,0,0,0,0.233,CA
35425,12/31/2023,FLSD.,,,,,,,,,,,,,,,,,,AB
35426,12/31/2023,FLCP.,,,,,,,,,,,,,,,,,,AB
35429,12/31/2023,RAPT,161.782,,173.329,1.125,158.862,0,-116.798,21.836,26.294,-116.798,0,0,0,0,0,0,0,CA
35430,12/31/2023,SNDL,406.914,,1473.164,7.845,218.557,713.837,-168.125,103.147,243.824,-172.016,909.006,0,0,0,0,0,0,AB
35434,12/31/2023,OIIIF,31.749,,261.887,22.168,30.354,0,-34.111,5.526,33.639,-34.859,0,0,0,15.341,-0.878,-0.878,-0.748,ON
35435,12/31/2023,THCX,,,,,,,,,,,,,,,,,,NY
35440,12/31/2023,CUBXF,11.093,,13.558,0.017,0.177,3.245,-16.452,34.577,37.536,-16.452,4.307,0,0,0,0,0,0,BC
35446,12/31/2023,ACIO,,,,,,,,,,,,,,,,,,AL
35447,3/31/2023,DT,1118.184,,2765.347,21.54,555.348,194.572,107.959,1037.043,1160.478,89.967,1158.53,,35.353,0.28,-53.534,-53.345,-17.992,MA
35451,9/30/2023,ONEW,881.899,,1689.159,21.251,93.31,1398.293,-38.592,668.951,1275.081,-42.523,1936.31,,19.618,0,-23.03,-23.03,-3.412,GA
35455,12/31/2023,CFB,,,7380.68,8.954,255.229,224.799,66.669,,6672.537,84.109,456.945,0,,0,-2.086,,17.44,KS
35455,12/31/2023,CFB,,,7380.68,,,,66.669,,6672.537,84.109,456.945,,,0,,,17.44,KS
35458,12/31/2023,JFU,,,569.656,0.81,305.564,8.695,-19.771,,65.823,-18.701,58.168,-1.828,,0.853,-0.152,-0.152,1.092,
35459,12/31/2023,QLV,,,,,,,,,,,,,,,,,,IL
35460,12/31/2023,QLVE,,,,,,,,,,,,,,,,,,IL
35461,12/31/2023,QLVD,,,,,,,,,,,,,,,,,,IL
35462,12/31/2023,PFMS.,,,,,,,,,,,,,,,,,,ON
35463,12/31/2023,PFAE.,,,,,,,,,,,,,,,,,,ON
35464,12/31/2023,PFIA.,,,,,,,,,,,,,,,,,,ON
35465,12/31/2023,PFMN.,,,,,,,,,,,,,,,,,,ON
35466,12/31/2023,HLAL,,,,,,,,,,,,,,,,,,NY
35471,12/31/2023,OPRT,,,3411.888,0,206.016,415.485,-179.951,,3007.484,-253.653,460.08,,3.203,0,0,-76.905,-73.702,CA
35472,12/31/2023,EMMA,11.509,,35.179,0.017,2.547,1.342,-3.733,61.507,82.935,-3.792,29.597,0,,0,0,0,-0.059,CA
35473,12/31/2023,AVCNF,8.46,,21.971,0.045,0.477,9.873,-7.886,11.966,13.999,-8.743,16.791,0,0,0,0,0,0,ON
35475,9/30/2023,ZUUS,0.365,,1.265,0.111,0.3,0,-0.79,2.331,2.331,-0.79,0,0,0,0,0,0,0,NY
35477,12/31/2023,SLRX,6.52,,6.587,0,5.9,0,-12.543,1.3,1.3,-12.543,0,0,0,0,0,0,0,TX
35481,12/31/2023,HQI,51.453,,103.826,0.098,1.342,24.448,6.435,35.711,41.094,7.78,37.882,0,1.694,0,-0.349,-0.349,1.345,SC
35486,12/31/2023,MGROF,6.938,,6.938,0,6.817,5.517,-0.677,1.213,1.354,-0.677,4.712,0,0,0,0,0,0,SK
35490,12/31/2023,CTOS,1265.899,,3367.797,406.157,10.309,1240.176,50.712,897.389,2450.594,58.076,1865.1,0,3.381,33.355,4.241,14.978,7.364,MO
35492,12/31/2023,TOKE,,,,,,,,,,,,,,,,,,CA
35494,12/31/2023,CLEU,65.594,,72.801,0,20.338,1.161,-3.824,6.231,6.264,-3.822,2.886,,0.002,0,0,0,0.002,
35496,12/31/2023,CNBS,,,,,,,,,,,,,,,,,,IL
35497,12/31/2023,NVST,1743.7,,6605.1,58.2,940,980.4,-100.2,780.8,2431.2,-54.9,2566.5,,82.3,,-37,-37,45.3,CA
35498,12/31/2023,PAUG,,,,,,,,,,,,,,,,,,IL
35506,12/31/2023,DVND,,,,,,,,,,,,,,,,,,OH
35530,12/31/2023,SLNG,14.972,,81.299,10.252,5.374,54.919,0.125,11.719,19.487,0.369,73.114,,0.244,0,0,0,0.244,TX
35532,12/31/2023,ULTR,,,,,,,,,,,,,,,,,,NY
35535,12/31/2023,BAUG,,,,,,,,,,,,,,,,,,IL
35536,12/31/2023,UAUG,,,,,,,,,,,,,,,,,,IL
35541,12/31/2023,UGRO,40.952,,64.379,0.615,1.113,60.671,-18.681,42.111,44.308,-18.897,71.543,0,0,0.817,-0.216,-0.216,-0.216,CO
35543,12/31/2023,OPCH,1094.255,,3217.035,41.866,343.849,3318.283,267.09,618.309,1795.363,358.742,4302.324,0,76.727,34.92,12.766,14.925,91.652,IL
35544,12/31/2023,INMD,845.33,,863.286,0.705,741.605,80.085,197.919,64.136,75.914,217.267,492.048,,,0,-0.184,-0.149,19.348,
35546,12/31/2023,AZMCF,30.521,,31.559,0.21,30.097,0,-24.348,1.535,1.535,-24.348,0,0,0,0,0,0,0,ON
35552,12/31/2023,AGAE,78.341,,112.017,0.378,72.821,4.796,-3.435,11.953,18.609,-3.595,7.655,0,0,1.096,0,0,0,NY
35553,12/31/2023,CGAA.,,,,,,,,,,,,,,,,,,ON
35554,12/31/2023,XCNS.,,,,,,,,,,,,,,,,,,ON
35555,12/31/2023,XEQT.,,,,,,,,,,,,,,,,,,ON
35556,12/31/2023,XINC.,,,,,,,,,,,,,,,,,,ON
35583,12/31/2023,MDIA,13.908,,95.491,1.069,5.154,32.633,-7.421,11.717,29.327,-7.113,32.391,-3.129,0.036,2.775,0.272,0.272,0.308,NY
35584,12/31/2023,SWAN,,,,,,,,,,,,,,,,,,IL
35585,12/31/2023,IJUL,,,,,,,,,,,,,,,,,,IL
35600,12/31/2023,SWTX,500.912,,725.788,7.385,479.202,346.793,-325.104,78.17,99.569,-325.104,5.447,0,0,0,0,0,0,CT
35604,12/31/2023,NET,1983.077,,2759.767,134.942,1676.266,175.903,-183.949,567.084,1996.72,-177.862,1296.745,0,3.823,,2.264,2.264,6.087,CA
35608,12/31/2023,ECLN,,,,,,,,,,,,,,,,,,IL
35609,12/31/2023,NGXXF,76.873,,81.293,0.323,74.733,0,-37.718,7.19,7.825,-37.718,0,0,0,0,0,0,0,BC
35611,12/31/2023,TFFP,7.59,,12.027,0.095,5.478,22.126,-21.243,2.429,2.46,-21.243,0.734,0,0,0,0,0,0,TX
35612,12/31/2023,GFL,1485,,19879.2,1055.1,135.7,4770.6,45.4,1810.4,12493,192.1,7515.5,,,534,-197.1,-197.1,159.9,ON
35613,12/31/2023,INDO,6.08,,17.725,0.419,3.577,2.951,-2.643,1.614,3.035,-2.643,3.525,-0.087,0,0,0,0,0,
35614,9/30/2023,CRNC,225.727,,1297.59,5.124,110.365,84.979,-56.254,148.093,602.715,-36.389,294.475,0,12.268,0.562,7.597,7.597,19.865,MA
35620,12/31/2023,DDOG,3178.137,,3936.072,62.406,2582.898,366.267,48.568,1003.052,1910.718,60.235,2128.359,0,12.552,,0,-0.885,11.667,NY
35627,6/30/2023,PTON,1639.1,,2769.1,82.4,813.9,1757.2,-1261.7,761.4,3064.2,-1258,2814.9,0,5.2,,,-1.5,3.7,NY
35629,12/31/2023,AUGB.F,,,,,,,,,,,,,,,,,,IL
35632,12/31/2023,FRTX,11.552,,11.586,0,10.868,14.325,-5.694,1.656,1.656,-5.694,8.006,0,0,0,0,0,0,CO
35633,12/31/2023,BSEP,,,,,,,,,,,,,,,,,,IL
35634,12/31/2023,USEP,,,,,,,,,,,,,,,,,,IL
35635,12/31/2023,PSEP,,,,,,,,,,,,,,,,,,IL
35638,12/31/2023,VIR,1588.226,,1919.06,0,1535.677,726.79,-615.061,175.407,328.824,-628.194,86.18,,-12.014,,-1.063,-1.063,-13.077,CA
35639,12/31/2023,IGMS,347.597,,423.411,12.381,338.269,255.488,-246.416,42.481,220.177,-245.738,2.13,0,,0,0,,0.678,CA
35640,12/31/2023,TXG,596.022,,965.143,48.601,388.695,176.514,-255.099,127.162,224.1,-248.763,618.727,,6.783,,0,-0.447,6.336,CA
35641,12/31/2023,HUIZ,85.529,,133.557,4.305,42.371,104.95,9.899,55.713,75.676,9.95,168.609,,0,1.699,0,0,0,
35642,12/31/2023,PNTG,80.077,,539.691,8.105,6.059,477.865,13.379,71.549,394.176,19.584,544.891,0,1.67,1.855,4.004,4.004,5.674,ID
35644,3/31/2023,RECAF,69.572,,188.928,51.303,55.963,23.245,-72.948,103.487,105.602,-72.946,6.208,0,0,0.316,0.002,0.002,0.002,BC
35645,12/31/2023,WCLD,,,,,,,,,,,,,,,,,,NY
35646,12/31/2023,BSBK,,,939.324,0.318,24.929,22.182,0.643,,802.151,0.48,38.419,0,,0,-0.624,,-0.163,NJ
35646,12/31/2023,BSBK,,,939.324,,,,0.643,,802.151,0.48,38.419,,,0,,,-0.163,NJ
35647,12/31/2023,KRRO,172.728,,221.663,7.836,169.713,0,-81.172,19.483,51.752,-81.145,0,0,0.027,0,0,0,0.027,MA
35648,12/31/2023,APRE,22.521,,22.65,0.093,21.607,16.048,-14.287,4.386,4.386,-14.287,0.583,0,0,0,0,0,0,PA
35649,12/31/2023,ADCT,336.291,,354.782,3.216,278.598,234.357,-240.053,67.67,503.031,-200.947,69.558,,,0,37.104,37.104,39.106,
35650,12/31/2023,IBDU,,,,,,,,,,,,,,,,,,CA
35651,12/31/2023,BSCT,,,,,,,,,,,,,,,,,,IL
35653,12/31/2023,BNTX,21584.411,,25429.907,779.047,12892.417,512.107,1028.303,2288.618,3051.195,1311.05,4221.314,,,43.882,14.038,14.038,282.747,
35654,12/31/2023,XSMC.,,,,,,,,,,,,,,,,,,ON
35655,12/31/2023,XSMH.,,,,,,,,,,,,,,,,,,ON
35656,12/31/2023,XQLT.,,,,,,,,,,,,,,,,,,ON
35657,12/31/2023,XVLU.,,,,,,,,,,,,,,,,,,ON
35658,12/31/2023,XMTM.,,,,,,,,,,,,,,,,,,ON
35660,12/31/2023,BSJR,,,,,,,,,,,,,,,,,,IL
35664,12/31/2023,MNPR,7.333,,7.345,0,7.266,0,-8.402,1.757,1.757,-8.402,0,0,0,0,0,0,0,IL
35666,12/31/2023,EGLXF,40.206,,236.132,0.02,6.852,110.756,-117.674,76.176,93.415,-127.849,178.178,,,14.076,-10.438,-10.437,-10.175,ON
35668,12/31/2023,HEQT.,,,,,,,,,,,,,,,,,,ON
35674,12/31/2023,KRT,154.929,,276.397,2.835,49.419,245.832,32.47,44.401,113.707,42.984,405.651,0,10.763,4.197,-0.959,-0.959,9.804,CA
35675,12/31/2023,EPOW,35.816,,120.505,6.502,3.621,53.283,-24.233,63.489,75.173,-32.921,45.05,0,0,0.195,0,0,0,
35680,12/31/2023,POTX,,,,,,,,,,,,,,,,,,NY
35681,12/31/2023,AVEM,,,,,,,,,,,,,,,,,,MO
35684,9/30/2023,BRBR,424.2,,691.6,1.8,48.4,1134.9,165.5,150.2,1015.1,220.4,1666.8,0,60.9,0.4,-6,-6,54.9,MO
35686,12/31/2023,BSMO,,,,,,,,,,,,,,,,,,IL
35687,12/31/2023,BSMP,,,,,,,,,,,,,,,,,,IL
35688,12/31/2023,BSMQ,,,,,,,,,,,,,,,,,,IL
35689,12/31/2023,BSMR,,,,,,,,,,,,,,,,,,IL
35690,12/31/2023,BSMS,,,,,,,,,,,,,,,,,,IL
35691,12/31/2023,BSMT,,,,,,,,,,,,,,,,,,IL
35694,12/31/2023,FCCB.,,,,,,,,,,,,,,,,,,ON
35695,12/31/2023,FCGB.,,,,,,,,,,,,,,,,,,ON
35696,12/31/2023,FCSB.,,,,,,,,,,,,,,,,,,ON
35697,12/31/2023,RECS,,,,,,,,,,,,,,,,,,MA
35698,12/31/2023,REVS,,,,,,,,,,,,,,,,,,MA
35699,12/31/2023,NUHY,,,,,,,,,,,,,,,,,,IL
35700,12/31/2023,AVUV,,,,,,,,,,,,,,,,,,MO
35701,12/31/2023,AVUS,,,,,,,,,,,,,,,,,,MO
35702,12/31/2023,AVDV,,,,,,,,,,,,,,,,,,MO
35703,12/31/2023,AVDE,,,,,,,,,,,,,,,,,,MO
35708,12/31/2023,PGNY,640.407,,756.62,3.644,371.087,847.518,62.037,185.95,203.191,70.691,1088.598,0,4.909,0,3.745,3.745,8.654,NY
35710,12/31/2023,BOID,,,1137.516,1.862,42.86,14.784,8.512,,1021.821,11.768,63.564,0,,0,,,3.256,ID
35710,12/31/2023,BOID,,,1137.516,,,,8.512,,1021.821,11.768,63.564,,,0,,,3.256,ID
35712,12/31/2023,OCGN,42.971,,64.547,10.476,39.462,66.789,-63.078,17.089,23.983,-63.078,6.036,0,0,0,0,0,0,PA
35714,12/31/2023,BEAM,1211.043,,1459.714,33.732,1189.876,527.482,-132.527,205.565,478.385,-131.161,377.709,0,,0,0,,1.366,MA
35719,12/31/2023,WWJD,,,,,,,,,,,,,,,,,,ID
35720,12/31/2023,OVM,,,,,,,,,,,,,,,,,,GA
35721,12/31/2023,OVL,,,,,,,,,,,,,,,,,,GA
35722,12/31/2023,OVF,,,,,,,,,,,,,,,,,,GA
35723,12/31/2023,OVS,,,,,,,,,,,,,,,,,,GA
35724,12/31/2023,OVB,,,,,,,,,,,,,,,,,,GA
35725,12/31/2023,NOCT,,,,,,,,,,,,,,,,,,IL
35726,12/31/2023,KOCT,,,,,,,,,,,,,,,,,,IL
35727,12/31/2023,CABA,244.49,,253.65,0.687,241.249,0,-67.675,15.994,17.452,-67.675,0,0,0,0,0,0,0,PA
35728,12/31/2023,PHAT,397.432,,413.842,1.634,381.393,167.419,-201.592,38.781,486.601,-201.592,0.682,0,0,0,0,0,0,NJ
35729,12/31/2023,FDMT,296.588,,339.891,2.771,288.232,129.386,-100.837,18.951,32.062,-100.837,20.723,0,0,0,0,0,0,CA
35730,12/31/2023,PAIYY,15.735,,79.071,7.791,8.792,41.554,-5.279,58.017,74.328,-7.765,96.265,,0.141,0.001,-2.276,-2.276,-2.135,
35731,12/31/2023,DAO,183.333,,234.984,2.517,74.331,365.594,-77.558,437.093,535.252,-76.019,760.042,0.217,,0,0,0,1.564,
35733,12/31/2023,KRKR,38.426,,64.728,0.758,16.495,22.025,-12.69,23.99,27.798,-12.593,47.976,-0.665,,0,0,0,-0.006,
35734,12/31/2023,ARGTF,166.825,,1120.774,396.424,156.591,0,-11.445,57.044,539.419,-11.445,0,0,0,0,0,0,0,BC
35737,12/31/2023,BAOS,39.521,,48.828,0.007,5.87,2.87,-1.845,6.468,6.468,-1.845,0.922,0,0,0,0,0,0,
35740,12/31/2023,DRUP,,,,,,,,,,,,,,,,,,NY
35742,12/31/2023,QBTL.,,,,,,,,,,,,,,,,,,ON
35743,12/31/2023,DCBO,127.153,,158.375,0.635,71.95,34.498,2.84,100.652,107.654,4.846,180.839,,,1.416,0.361,0.361,2.006,ON
35748,9/30/2023,XHG,11.739,,11.739,0,0.049,0,-3.741,99.919,99.919,-3.741,0,0,0,0,0,0,0,
35754,12/31/2023,SCHI,,,,,,,,,,,,,,,,,,CA
35755,12/31/2023,SCHJ,,,,,,,,,,,,,,,,,,CA
35756,12/31/2023,SCHQ,,,,,,,,,,,,,,,,,,CA
35757,12/31/2023,LGH,,,,,,,,,,,,,,,,,,CA
35758,12/31/2023,QQH,,,,,,,,,,,,,,,,,,CA
35759,12/31/2023,HBT,,,5073.17,3.134,141.761,45.5,65.842,,4583.674,88.581,264.97,0,,0,3.817,,22.739,IL
35759,12/31/2023,HBT,,,5073.17,,,,65.842,,4583.674,88.581,264.97,,,0,,,22.739,IL
35761,12/31/2023,LFLY,19.002,,21.835,1.345,15.293,3.815,-9.498,5.08,34.293,-9.498,42.252,0,0,0,0,0,0,WA
35762,12/31/2023,DUO,86.462,,108.579,0.042,22.454,34.28,-12.94,77.527,81.572,-13.396,40.188,-0.272,,0,0,0,-0.266,
35768,12/31/2023,GRTX,21.629,,26.141,0.059,18.257,0,-59.082,4.957,157.326,-59.082,0,0,0,0.203,0,0,0,PA
35770,12/31/2023,SILA,,,2099.579,0,202.185,114.731,24.042,,605.144,24.042,189.767,0,0,0,0,0,0,FL
35776,12/31/2023,ETNB,593.534,,596.269,0.004,578.87,0,-142.189,29.611,59.963,-138.322,0,0,3.74,0,0.127,0.127,3.867,CA
35779,12/31/2023,TELA,71.726,,78.048,0.611,46.729,17.533,-46.664,16.967,59.167,-46.664,58.453,0,0,0,0,0,0,PA
35780,12/31/2023,CNTGF,48.656,,85.283,0.044,21.111,32.136,-39.275,47.934,113.228,-38.958,53.649,,,0.45,0.411,0.411,0.317,
35781,12/31/2023,VEL,,,4404.573,0.18,61.927,101.782,52.273,,3967.7,71.127,376.685,0,16.14,0,2.694,2.694,18.834,CA
35782,12/31/2023,NUBF.,,,,,,,,,,,,,,,,,,QC
35785,12/31/2023,PTBD,,,,,,,,,,,,,,,,,,PA
35788,12/31/2023,GMINF,63.423,,587.705,304.663,52.398,0,-7.18,49.168,324.666,-7.18,0,0,0,0,0,0,0,QC
35789,6/30/2023,NEOV,6.506,,6.506,0,2.003,2.768,-2.64,0.039,0.039,-2.64,3.456,0,0,0,0,0,0,CA
35790,12/31/2023,QEBL.,,,,,,,,,,,,,,,,,,ON
35793,12/31/2023,PINE,,,564.56,0,13.731,35.558,2.917,,288.947,3.266,45.933,0,0,0,0,0,0,FL
35794,12/31/2023,SITM,623.242,,951.683,8.945,528.201,45.777,-80.535,121.394,243.631,-80.383,143.993,0,,0,0,,0.152,CA
35806,12/31/2023,MBLU,,,1424.906,0.221,49.674,21.199,19.332,,1246.773,21.481,77.168,0,,0,-0.785,,2.149,GA
35806,12/31/2023,MBLU,,,1424.906,,,,19.332,,1246.773,21.481,77.168,,,0,,,2.149,GA
35808,12/31/2023,SPCE,950.829,,1179.517,44.309,910.83,50.538,-502.337,185.66,674.041,-501.884,6.8,0,0.364,,0,0.089,0.453,CA
35809,12/31/2023,HERO,,,,,,,,,,,,,,,,,,NY
35810,12/31/2023,GTEC,99.791,,130.477,0,31.007,64.577,-15.879,72.525,79.824,-23.309,90.333,0.573,,0,-0.044,-0.05,1.708,NJ
35811,12/31/2023,GXTG,,,,,,,,,,,,,,,,,,NY
35812,12/31/2023,BUG,,,,,,,,,,,,,,,,,,NY
35814,12/31/2023,PHGE,17.632,,25.029,0.05,15.864,0,-26.169,11.176,21.948,-26.146,0,0,,0,0,,0.023,
35818,12/31/2023,HIBL,,,,,,,,,,,,,,,,,,NY
35820,12/31/2023,PNOV,,,,,,,,,,,,,,,,,,IL
35821,12/31/2023,BNOV,,,,,,,,,,,,,,,,,,IL
35822,12/31/2023,UNOV,,,,,,,,,,,,,,,,,,IL
35824,12/31/2023,NUTX,90.848,,398.245,9.497,22.002,195.281,-45.787,58.312,319.139,-48.491,247.646,,0.64,5.146,-5.707,-5.707,-5.067,TX
35825,12/31/2023,IGAF.,,,,,,,,,,,,,,,,,,QC
35826,12/31/2023,IFRF.,,,,,,,,,,,,,,,,,,ON
35827,12/31/2023,ISIF.,,,,,,,,,,,,,,,,,,QC
35828,12/31/2023,ROMO,,,,,,,,,,,,,,,,,,PR
35832,12/31/2023,EH,63.894,,84.427,1.105,47.116,4.074,-42.549,35.268,48.575,-42.61,17.439,0.003,,0.041,0,0,0.029,
35835,9/30/2023,BGM,34.513,,51.258,1.849,22.42,43.577,-7.781,6.66,6.907,-7.903,46.471,,,0,0.204,0.204,0.219,
35836,12/31/2023,IMAB,329.542,,368.508,1.601,322.208,174.728,-206.707,58.078,126.196,-206.707,3.899,0,0,0,0,0,0,MD
35837,12/31/2023,CAN,363.68,,493.297,3.312,96.154,397.779,-414.153,135.193,145.11,-465.493,211.477,-3.596,,0,-45.686,-45.686,-51.34,
35842,12/31/2023,WEBS,,,,,,,,,,,,,,,,,,NY
35843,12/31/2023,WEBL,,,,,,,,,,,,,,,,,,NY
35844,12/31/2023,HIBS,,,,,,,,,,,,,,,,,,NY
35845,12/31/2023,FCPI,,,,,,,,,,,,,,,,,,MA
35846,12/31/2023,DAUG,,,,,,,,,,,,,,,,,,IL
35847,12/31/2023,FAUG,,,,,,,,,,,,,,,,,,IL
35848,12/31/2023,TMDV,,,,,,,,,,,,,,,,,,MD
35850,12/31/2023,VERO,66.446,,93.654,0.116,5.396,20.072,-37.25,31.159,107.103,-37.121,76.354,,-0.002,0.015,-0.069,-0.069,-0.071,ON
35851,12/31/2023,TDV,,,,,,,,,,,,,,,,,,MD
35852,12/31/2023,AHCO,649.022,,4508.65,337.463,77.132,2394.917,-678.895,536.999,3041.981,-723.784,3200.177,0,13.591,0,-62.595,-62.595,-49.004,PA
35858,12/31/2023,OCFT,755.777,,1137.883,0.844,508.947,309.822,-51.154,715.458,722.155,-51.013,517.23,,,0.293,-0.766,-0.766,1.376,
35859,12/31/2023,OCG,37.893,,48.631,0.193,37.413,5.302,-3.598,3.081,3.081,-3.584,1.58,,,0,0,,0.014,
35863,12/31/2023,MTGP,,,,,,,,,,,,,,,,,,NY
35866,12/31/2023,PBNC,,,982.387,0.247,24.978,23.631,13.916,,894.862,17.887,54.24,0,,0,-0.657,,3.971,NC
35866,12/31/2023,PBNC,,,982.387,,,,13.916,,894.862,17.887,54.24,,,0,,,3.971,NC
35868,6/30/2023,BILL,6673.164,,9636.018,31.203,2747.583,146.795,-223.725,3753.436,5550.049,-222.917,1058.468,0,2.169,0.811,-1.361,-1.361,0.808,CA
35870,12/31/2023,MOTO,,,,,,,,,,,,,,,,,,CA
35871,12/31/2023,FNOV,,,,,,,,,,,,,,,,,,IL
35872,12/31/2023,DNOV,,,,,,,,,,,,,,,,,,IL
35874,12/31/2023,REYN,1041,,4780,104,115,2732,298,478,2797,393,3756,,102,357,-5,-7,95,IL
35878,12/31/2023,PFLD,,,,,,,,,,,,,,,,,,CO
35880,12/31/2023,BWMX,236.144,,655.896,7.753,32.518,218.94,62.079,226.333,568.763,84.655,769.551,,,46.327,-15.447,-15.447,22.737,
